GEO,UNIT\TIME	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
ITI42,MIO_EUR	3 036.41	3 014.72	2 972.13	3 000.93	2 960.37	2 947.64	2 859.51	2 823.95	2 897.32	:
ITI43,MIO_EUR	154 172.03	155 411.68	159 065.98	154 486.97	152 739.19	153 286.69	153 607.21	160 992.96	163 143.15	:
ITI44,MIO_EUR	11 828.12	12 099.68	12 038.16	12 110.44	11 960.8	11 987.39	12 166.01	12 394.06	12 615.31	:
ITI45,MIO_EUR	10 400.33	10 496.66	10 938.16	10 494.34	10 129.07	10 130.51	10 346.74	10 587.74	10 957.3	:
ITF,MIO_EUR	253 782.65	254 823.2	258 522.43	257 771.33	252 946.33	252 955.51	258 576.85	262 229.48	267 428.51	270 706.5
ITF1,MIO_EUR	29 899.38	30 810.87	32 245.32	32 213.3	31 695.39	31 656.85	31 863.76	31 950.73	32 809.69	33 862.8
ITF11,MIO_EUR	6 492.82	6 922.22	7 372.6	7 667.65	7 470.58	7 391.8	7 355.41	7 320.72	7 478.96	:
ITF12,MIO_EUR	6 947.79	7 178.01	7 219.85	7 025.38	6 874.49	6 984.6	7 019.56	7 118.73	7 285.77	:
ITF13,MIO_EUR	7 792.23	7 632.9	7 984.84	8 083.54	7 949.9	7 873.88	7 843.43	7 810.55	7 957.98	:
ITF14,MIO_EUR	8 666.65	9 077.73	9 668.03	9 436.72	9 400.42	9 406.56	9 645.35	9 700.83	10 086.99	:
ITF2,MIO_EUR	6 723.9	6 688.44	6 700.02	6 490.28	6 078.4	6 009.55	6 128.39	6 178.6	6 325.49	6 463.41
ITF21,MIO_EUR	1 806.4	1 804.45	1 832.27	1 691.75	1 605.51	1 646.49	1 673.32	1 666.58	1 702.94	:
ITF22,MIO_EUR	4 917.51	4 883.98	4 867.75	4 798.63	4 472.77	4 363.06	4 455.07	4 512.02	4 622.66	:
ITF3,MIO_EUR	103 918	102 910.26	102 994.62	102 632.61	100 834.78	101 232.98	103 763.76	105 486.31	107 717.66	107 854.14
ITF31,MIO_EUR	14 669.41	14 253.19	14 294.29	14 514.44	14 335.29	14 513.7	14 693.46	15 109.34	15 336.72	:
ITF32,MIO_EUR	4 638.39	4 698.33	4 715.44	4 735.8	4 883.65	4 566.66	4 669.22	4 622.26	4 707.95	:
ITF33,MIO_EUR	58 259.64	57 692.89	57 174.7	56 624.92	54 987.22	55 788.5	56 973.37	58 387.95	59 667.12	:
ITF34,MIO_EUR	7 678.79	7 689.27	7 720.19	7 294.76	7 388.25	7 185.65	7 675.68	7 501	7 740.71	:
ITF35,MIO_EUR	18 671.77	18 576.57	19 090	19 462.69	19 240.38	19 178.48	19 752.14	19 865.88	20 265.17	:
ITF4,MIO_EUR	68 840.03	70 181.88	71 743.43	72 225.26	70 433.03	70 821.54	72 334.52	73 629.79	74 784	76 649.18
ITF43,MIO_EUR	9 814.54	10 125.37	10 564.73	10 507.93	9 797.63	10 188.7	9 859.72	10 372.94	10 612.16	:
ITF44,MIO_EUR	6 282.76	6 593.5	6 950.3	7 057.02	6 797.04	6 864.67	7 157.73	6 954.27	7 113.31	:
ITF45,MIO_EUR	12 364.88	12 425.73	12 582.15	12 674.96	12 374.9	12 514.75	12 863.29	12 823.32	13 072.82	:
ITF46,MIO_EUR	10 329.61	10 333.02	10 379.25	10 666.91	10 808.05	10 652.86	10 860.24	11 043.38	11 084.83	:
ITF47,MIO_EUR	24 417.66	24 919.5	25 385.42	25 455.3	24 863.46	24 780.39	25 648.15	26 325.42	26 604.71	:
ITF48,MIO_EUR	5 630.68	5 784.87	5 881.58	5 863.15	5 791.96	5 820.3	5 945.51	6 110.57	6 296.17	:
ITF5,MIO_EUR	11 335.96	11 193.34	11 562.09	11 500.7	11 807.8	11 390.16	12 367.81	12 321.13	12 448.54	12 577.07
ITF51,MIO_EUR	7 518.64	7 680.37	7 930.29	7 983.72	8 291.23	7 899.36	8 780.21	8 721.4	8 813.13	:
ITF52,MIO_EUR	3 817.31	3 513.08	3 631.8	3 516.98	3 516.57	3 490.69	3 587.49	3 599.62	3 635.41	:
ITF6,MIO_EUR	33 065.5	33 038.42	33 276.96	32 709.18	32 097.04	31 844.43	32 118.61	32 662.81	33 343.12	33 299.9
ITF61,MIO_EUR	11 387.64	11 095.51	11 240.1	11 005.37	10 791.94	10 536.26	10 737.76	10 995.61	11 111.81	:
ITF62,MIO_EUR	2 960.93	3 040.4	3 040.71	2 921.6	2 879.7	2 816.47	2 818.79	2 872.72	3 037	:
ITF63,MIO_EUR	6 616	6 765.81	7 142.58	7 102.92	6 913.71	6 978.6	6 762.59	7 101.36	7 249.2	:
ITF64,MIO_EUR	2 396.17	2 487.35	2 502.96	2 409.57	2 370.72	2 366.44	2 439.9	2 461.84	2 481.28	:
ITF65,MIO_EUR	9 704.65	9 649.35	9 350.72	9 269.83	9 140.98	9 146.66	9 359.57	9 231.27	9 463.71	:
ITG,MIO_EUR	120 600.65	121 036.15	121 601.42	121 268.54	119 013.53	117 323.53	119 889.59	120 170.74	122 567.89	124 114.9
ITG1,MIO_EUR	87 945.64	88 256.31	88 279.15	87 921.76	86 559.94	84 812.67	86 154.39	86 687.5	88 443.98	89 189.48
ITG11,MIO_EUR	6 784	6 970.91	6 874.26	6 789.41	6 842.82	6 630.81	6 762.26	6 823.1	6 895.82	:
ITG12,MIO_EUR	23 523.1	23 570.6	23 104.58	22 754.4	22 603.96	22 424.3	23 044.61	23 014.09	23 538.61	:
ITG13,MIO_EUR	11 185	10 997.47	11 582.91	11 455.02	11 289.04	11 309.39	11 068.26	11 215.53	11 386.04	:
ITG14,MIO_EUR	6 504.11	6 479.66	6 577.88	6 629.87	6 554.38	6 451.24	6 507.85	6 435.04	6 588.14	:
ITG15,MIO_EUR	4 444.49	4 465	4 421.07	4 281.02	4 351.66	4 125.52	4 082.74	4 028.43	4 023.58	:
ITG16,MIO_EUR	2 742.02	2 722.91	2 613.74	2 595.62	2 540.82	2 633.01	2 531.45	2 532.77	2 558.2	:
ITG17,MIO_EUR	19 776.72	19 697.12	19 630.87	19 572.66	19 398.71	19 593.14	19 399.94	19 726.7	20 096.39	:
ITG18,MIO_EUR	5 822.37	6 058.9	6 126.85	6 369.4	5 609.19	5 614.14	5 482.96	5 499.7	5 706.12	:
ITG19,MIO_EUR	7 163.83	7 293.62	7 346.77	7 474.36	7 369.58	6 031.02	7 274.09	7 411.92	7 651.08	:
ITG2,MIO_EUR	32 655.01	32 779.85	33 322.27	33 346.78	32 453.48	32 510.86	33 735.31	33 483.24	34 123.91	34 925.53
ITG25,MIO_EUR	6 082.11	6 166.62	6 617.74	6 539.18	6 420.05	6 336.98	6 361.78	6 274.14	6 456.59	:
ITG26,MIO_EUR	2 746	2 834.74	2 847.1	2 833.81	2 843.37	2 776.53	2 830.92	2 783.09	2 834.67	:
ITG27,MIO_EUR	13 349.75	13 138.42	13 091.52	13 265.2	12 835.66	12 739.48	13 669.36	13 690.85	13 811.7	:
ITG28,MIO_EUR	2 812.85	2 811.73	2 765.16	2 801.28	2 647.6	2 779.09	2 785.2	2 792.22	2 898.65	:
ITG29,MIO_EUR	3 258.2	3 418.7	3 520.46	3 541.38	3 461.8	3 450.75	3 538.54	3 500.63	3 610	:
ITG2A,MIO_EUR	842.99	874.21	941.57	918.57	904.31	962.93	961.03	952.71	958.27	:
ITG2B,MIO_EUR	1 444.05	1 502.3	1 497.03	1 484.87	1 399.63	1 441.22	1 463.85	1 491.98	1 511.31	:
ITG2C,MIO_EUR	2 119.16	2 033.12	2 041.58	1 962.48	1 940.95	2 023.77	2 124.64	1 997.73	2 042.61	:
ITZ,MIO_EUR	1 301.62	1 410.81	1 565.06	1 630.92	1 823.73	1 493.96	1 280.3	1 254.58	1 468.28	1 451.26
ITZZ,MIO_EUR	1 301.62	1 410.81	1 565.06	1 630.92	1 823.73	1 493.96	1 280.3	1 254.58	1 468.28	1 451.26
ITZZZ,MIO_EUR	1 301.62	1 410.81	1 565.06	1 630.92	1 823.73	1 493.96	1 280.3	1 254.58	1 468.28	:
CY,MIO_EUR	18 675.49	19 409.97	19 803.03	19 440.78	17 994.97	17 408.53	17 826.95	18 872.87	20 039.7	21 137.81
CY0,MIO_EUR	18 675.49	19 409.97	19 803.03	19 440.78	17 994.97	17 408.53	17 826.95	18 872.87	20 039.7	21 137.81
CY00,MIO_EUR	18 675.49	19 409.97	19 803.03	19 440.78	17 994.97	17 408.53	17 826.95	18 872.87	20 039.7	21 137.81
CY000,MIO_EUR	18 675.49	19 409.97	19 803.03	19 440.78	17 994.97	17 408.53	17 826.95	18 872.87	20 039.7	21 137.81
LV,MIO_EUR	18 807.4	17 817.66	20 218.73	22 098.22	22 845.4	23 654.17	24 425.96	25 072.64	26 797.83	29 151.03
LV0,MIO_EUR	18 771.35	17 788.44	20 188.81	22 065.1	22 817.49	23 619.46	24 389.48	25 037.99	26 761.03	29 111.44
LV00,MIO_EUR	18 771.35	17 788.44	20 188.81	22 065.1	22 817.49	23 619.46	24 389.48	25 037.99	26 761.03	29 111.44
LV003,MIO_EUR	1 992.88	1 834.33	2 282.19	2 287	2 254.14	2 276.12	2 283.63	2 358.21	2 515.14	:
LV005,MIO_EUR	1 582.12	1 417.3	1 687.84	1 838.91	1 743.98	1 754.41	1 780.77	1 775.99	1 913.82	:
LV006,MIO_EUR	9 917.43	9 389.52	10 295.2	11 518.75	12 242.33	12 738.2	13 254.52	13 571.62	14 372.75	:
LV007,MIO_EUR	2 481.56	2 482.6	2 977.05	3 229.69	3 437.63	3 437.63	3 605.29	3 813.27	4 282.71	:
LV008,MIO_EUR	1 283.37	1 192.1	1 305.98	1 358.74	1 408.63	1 587.55	1 584.23	1 617.44	1 691.45	:
LV009,MIO_EUR	1 513.99	1 473.15	1 640.43	1 832.22	1 730.78	1 825.55	1 881.05	1 901.46	1 985.16	:
LVZ,MIO_EUR	36.05	29.22	29.92	33.12	27.91	34.71	36.48	34.65	36.8	39.59
LVZZ,MIO_EUR	36.05	29.22	29.92	33.12	27.91	34.71	36.48	34.65	36.8	39.59
LVZZZ,MIO_EUR	36.05	29.22	29.92	33.12	27.91	34.71	36.48	34.65	36.8	:
LT,MIO_EUR	26 934.82	27 955.33	31 233.73	33 331.66	34 984.99	36 544.76	37 321.83	38 893.37	42 269.37	45 264.38
LT0,MIO_EUR	26 934.82	27 955.33	31 233.73	33 331.66	34 984.99	36 544.76	37 321.83	38 893.37	42 269.37	45 264.38
LT01,MIO_EUR	10 362.53	10 772.92	11 883.45	12 877.03	13 826.26	14 627.99	15 085.96	15 833.49	17 195.53	18 907.79
LT011,MIO_EUR	10 362.53	10 772.92	11 883.45	12 877.03	13 826.26	14 627.99	15 085.96	15 833.49	17 195.53	:
LT02,MIO_EUR	16 572.29	17 182.52	19 350.28	20 454.74	21 158.73	21 916.66	22 235.87	23 059.88	25 073.84	26 356.59
LT021,MIO_EUR	930.51	962.41	1 063.69	1 099.84	1 143.69	1 200.05	1 200.06	1 220.57	1 315.22	:
LT022,MIO_EUR	5 133.6	5 374.78	6 123.12	6 545.09	6 868.18	7 220.76	7 420.81	7 889.35	8 626.42	:
LT023,MIO_EUR	3 344.74	3 440.95	3 828.11	4 025.12	4 155.9	4 300.54	4 315.21	4 450.67	4 769.69	:
LT024,MIO_EUR	865.78	938.17	1 039.25	1 136.55	1 166.85	1 197.62	1 182.84	1 185.34	1 298.08	:
LT025,MIO_EUR	1 616.62	1 689.06	1 916.67	2 052.42	2 104.37	2 185.11	2 247.96	2 286.56	2 479.51	:
LT026,MIO_EUR	1 926.2	2 072.4	2 337.43	2 503.06	2 557.08	2 624.94	2 676.44	2 806.51	3 109.52	:
LT027,MIO_EUR	521.95	560.05	651.81	677.28	694.51	722.84	728.36	743.19	813.11	:
LT028,MIO_EUR	1 090.45	1 174.6	1 316.73	1 325.49	1 346.43	1 311.31	1 329.23	1 339.8	1 481.63	:
LT029,MIO_EUR	1 142.33	970.09	1 073.47	1 090	1 121.73	1 153.38	1 134.86	1 137.89	1 180.65	:
LU,MIO_EUR	36 976.52	40 177.81	43 164.65	44 112.1	46 499.56	49 824.51	52 065.81	54 867.23	56 814.21	60 053.08
LU0,MIO_EUR	36 976.52	40 177.81	43 164.65	44 112.1	46 499.56	49 824.51	52 065.81	54 867.23	56 814.21	60 053.08
LU00,MIO_EUR	36 976.52	40 177.81	43 164.65	44 112.1	46 499.56	49 824.51	52 065.81	54 867.23	56 814.21	60 053.08
LU000,MIO_EUR	36 976.52	40 177.81	43 164.65	44 112.1	46 499.56	49 824.51	52 065.81	54 867.23	56 814.21	60 053.08
HU,MIO_EUR	94 382.56	98 986.77	101 552.73	99 733.55	102 032.29	105 905.89	112 210.34	115 259.21	125 603.1	133 782.2
HU1,MIO_EUR	46 475.78	48 117.56	49 015.12	48 059.9	48 506.61	50 104.44	51 773.2	53 277.73	58 342.78	62 575.22
HU11,MIO_EUR	36 585.7	37 443.07	38 347.74	37 910.03	37 856.8	39 131.55	40 088.84	41 464.39	45 664.43	48 791.78
HU110,MIO_EUR	36 585.7	37 443.07	38 347.74	37 910.03	37 856.8	39 131.55	40 088.84	41 464.39	45 664.43	48 791.78
HU12,MIO_EUR	9 890.08	10 674.49	10 667.38	10 149.86	10 649.81	10 972.89	11 684.36	11 813.33	12 678.35	13 783.45
HU120,MIO_EUR	9 890.08	10 674.49	10 667.38	10 149.86	10 649.81	10 972.89	11 684.36	11 813.33	12 678.35	13 783.45
HU2,MIO_EUR	23 851.91	25 789.92	26 555.95	25 913.94	26 870.05	28 014.25	30 374.17	31 480.29	33 654.91	35 330.49
HU21,MIO_EUR	8 728.33	9 413	9 831.41	9 480.12	9 956.21	10 348.89	11 366.88	11 851.16	12 714.3	13 335.98
HU211,MIO_EUR	3 434.95	3 704.9	4 059.76	3 980.37	4 204.48	4 445.42	4 945.71	5 161.46	5 601.46	5 814.35
HU212,MIO_EUR	2 917.06	3 123.29	3 197.94	2 992.66	3 152.12	3 168.38	3 494.16	3 617.99	3 856.3	4 070.9
HU213,MIO_EUR	2 376.32	2 584.8	2 573.71	2 507.09	2 599.62	2 735.1	2 927	3 071.72	3 256.53	3 450.73
HU22,MIO_EUR	9 014.89	10 084.32	10 361.31	10 095.59	10 397.93	11 198.06	12 160.36	12 580.9	13 239.98	13 683.01
HU221,MIO_EUR	4 726.45	5 402.55	5 660.85	5 245.25	5 599.44	6 125.93	6 757.69	7 178.87	7 428.81	7 737.01
HU222,MIO_EUR	2 066.1	2 218.43	2 350.62	2 426.25	2 572.98	2 703.78	2 826.31	2 933.19	3 105.73	3 148.53
HU223,MIO_EUR	2 222.34	2 463.33	2 349.84	2 424.09	2 225.51	2 368.35	2 576.36	2 468.84	2 705.45	2 797.47
HU23,MIO_EUR	6 108.69	6 292.61	6 363.22	6 338.22	6 515.91	6 467.3	6 846.93	7 048.23	7 700.63	8 311.5
HU231,MIO_EUR	2 531.54	2 588.67	2 551.38	2 520.04	2 521.17	2 576.09	2 708.56	2 800.36	3 082.53	3 337.94
HU232,MIO_EUR	1 918.19	2 012	2 064.29	2 026.01	2 118.44	2 060.02	2 214.91	2 270.52	2 540.2	2 723.07
HU233,MIO_EUR	1 658.96	1 691.94	1 747.54	1 792.18	1 876.3	1 831.19	1 923.46	1 977.34	2 077.9	2 250.49
HU3,MIO_EUR	24 054.88	25 079.29	25 981.66	25 759.72	26 655.64	27 787.2	30 062.96	30 501.19	33 605.41	35 876.48
HU31,MIO_EUR	6 750.46	7 088.3	7 220.58	7 082.08	7 502.24	7 877.93	8 828.46	8 986.65	10 118.92	10 673.5
HU311,MIO_EUR	3 904.89	4 091.4	4 205.68	4 186.18	4 382.83	4 683.13	5 393.13	5 425.21	6 245.91	6 502.03
HU312,MIO_EUR	1 991.76	2 101.5	2 101.92	2 028.71	2 218.55	2 265.35	2 448.73	2 567.52	2 779.79	3 014.89
HU313,MIO_EUR	853.82	895.4	912.99	867.19	900.86	929.45	986.6	993.92	1 093.22	1 156.58
HU32,MIO_EUR	8 957.96	9 349.46	9 808.06	9 721.01	9 797.23	10 190.62	10 759.3	10 911.6	12 029.38	12 797.88
HU321,MIO_EUR	3 736.24	3 997.81	4 124.85	4 077.71	3 997.25	4 163.94	4 350.71	4 320.42	4 882.29	5 201.26
HU322,MIO_EUR	2 426.98	2 360.1	2 561.3	2 486.37	2 569.37	2 623.14	2 821.96	2 879.14	3 147.58	3 298.47
HU323,MIO_EUR	2 794.75	2 991.54	3 121.91	3 156.93	3 230.6	3 403.54	3 586.63	3 712.04	3 999.5	4 298.15
HU33,MIO_EUR	8 346.45	8 641.53	8 953.01	8 956.63	9 356.17	9 718.64	10 475.2	10 602.94	11 457.1	12 405.1
HU331,MIO_EUR	3 383.35	3 476.24	3 650.87	3 721.66	4 027.9	4 158.01	4 577.85	4 632.12	5 034.45	5 625.16
HU332,MIO_EUR	1 970.08	2 083.76	2 173.55	2 121.06	2 191.34	2 230.59	2 421.7	2 465.55	2 615.54	2 758.81
HU333,MIO_EUR	2 993.02	3 081.52	3 128.59	3 113.91	3 136.93	3 330.04	3 475.64	3 505.27	3 807.11	4 021.14
HUZ,MIO_EUR	0	0	0	0	0	0	0	0	0	0
HUZZ,MIO_EUR	0	0	0	0	0	0	0	0	0	0
HUZZZ,MIO_EUR	0	0	0	0	0	0	0	0	0	0
MT,MIO_EUR	6 138.62	6 599.51	6 833.62	7 167.55	7 647.31	8 510.44	9 658.67	10 365.64	11 332.1	12 378.79
MT0,MIO_EUR	6 125.72	6 585.73	6 819.61	7 153.18	7 632.34	8 495.03	9 643.1	10 349.47	11 314.74	12 359.65
MT00,MIO_EUR	6 125.72	6 585.73	6 819.61	7 153.18	7 632.34	8 495.03	9 643.1	10 349.47	11 314.74	12 359.65
MT001,MIO_EUR	5 833.73	6 283.73	6 506.1	6 836.43	7 297.81	8 133.34	9 241.38	9 921.75	10 840.84	11 825.64
MT002,MIO_EUR	291.99	302	313.51	316.75	334.53	361.69	401.73	427.72	473.9	534.01
MTZ,MIO_EUR	12.9	13.78	14	14.38	14.97	15.42	15.57	16.17	17.36	19.14
MTZZ,MIO_EUR	12.9	13.78	14	14.38	14.97	15.42	15.57	16.17	17.36	19.14
MTZZZ,MIO_EUR	12.9	13.78	14	14.38	14.97	15.42	15.57	16.17	17.36	19.14
NL,MIO_EUR	624 842	639 187	650 359	652 966	660 463	671 560	690 008	708 337	738 146	774 039
NL1,MIO_EUR	55 091.56	56 206.56	58 019.78	59 123.73	59 945.23	58 458.12	57 015.81	55 805.65	57 558.49	59 889.46
NL11,MIO_EUR	24 365.26	25 095.34	26 024.22	27 089.11	27 919.3	26 144.49	24 958.03	23 459.71	24 035.61	24 962.69
NL111,MIO_EUR	2 841.48	2 733.59	3 002.32	2 967.75	2 995.71	3 079.02	3 097.53	3 187.84	3 312.68	:
NL112,MIO_EUR	1 248.16	1 385.71	1 516.15	1 443.5	1 418.03	1 487.88	1 548.21	1 550.96	1 669.17	:
NL113,MIO_EUR	20 275.62	20 977.15	21 504.64	22 677.87	23 505.56	21 576.47	20 312.3	18 719.79	19 053.76	:
NL12,MIO_EUR	17 249.31	17 573.52	18 203.74	18 128.36	18 068.5	18 333.12	18 208.38	18 429.68	19 100.62	19 836.53
NL124,MIO_EUR	8 812.82	9 009.92	9 328.85	9 351.22	9 376.28	9 513.55	9 347.04	9 246.64	9 392.43	:
NL125,MIO_EUR	3 294.65	3 233.33	3 194.34	3 166.85	3 179.75	3 225.59	3 315.36	3 387.57	3 661.91	:
NL126,MIO_EUR	5 140.72	5 329.16	5 679.44	5 609.18	5 512.46	5 592.87	5 545.98	5 795.47	6 046.28	:
NL13,MIO_EUR	13 478.11	13 537.7	13 791.82	13 906.26	13 957.43	13 981.63	13 848.28	13 916.27	14 423.37	15 090.24
NL131,MIO_EUR	4 940.3	5 021.96	5 060.11	5 164.52	5 169.87	5 247.55	5 273.68	5 324.6	5 485.05	:
NL132,MIO_EUR	4 896.88	4 829.41	4 860.33	4 911.22	4 949.24	4 739.01	4 589.05	4 603.79	4 799.98	:
NL133,MIO_EUR	3 640.93	3 686.33	3 871.39	3 830.53	3 838.32	3 995.07	3 985.55	3 986.76	4 137.22	:
NL2,MIO_EUR	109 880.27	111 158.75	114 605.56	112 861.72	113 557.56	116 303.33	118 869.63	123 208.93	128 940.07	135 494.84
NL21,MIO_EUR	35 372.66	35 608.95	36 714.93	35 938.15	36 283.34	37 108.16	37 913.85	39 497.11	41 182.54	43 219.36
NL211,MIO_EUR	11 821.32	11 862.6	12 344.49	12 231.58	12 426.32	12 897.92	13 188.1	13 708.73	14 254.89	:
NL212,MIO_EUR	4 631.88	4 710.31	4 746	4 520.75	4 591.13	4 713.47	4 795.77	5 085.82	5 390.22	:
NL213,MIO_EUR	18 920.57	19 036.04	19 624.44	19 184.71	19 265.89	19 495.66	19 931.08	20 703.68	21 538.55	:
NL22,MIO_EUR	63 533.61	64 062.28	66 299.76	65 303.68	65 765.91	67 403.17	68 832.42	71 082.08	74 524.67	78 264.56
NL221,MIO_EUR	21 715.29	22 035.63	23 282.72	22 926.75	23 135.26	23 660.62	24 087.79	24 995.05	26 357.5	:
NL224,MIO_EUR	7 667.1	7 725.49	7 688.39	7 542.7	7 756.47	8 036.77	8 243.4	8 447.73	8 909.31	:
NL225,MIO_EUR	10 686.73	10 663.88	11 014.81	10 699.59	10 692.31	11 010.31	11 278.68	11 732.64	12 360.34	:
NL226,MIO_EUR	23 464.49	23 637.28	24 313.83	24 133.54	24 180.76	24 695.47	25 221.44	25 906.66	26 897.52	:
NL23,MIO_EUR	10 974	11 487.51	11 590.86	11 621	11 508.31	11 792	12 123.36	12 629.75	13 232.86	14 009.81
NL230,MIO_EUR	10 974	11 487.51	11 590.86	11 621	11 508.31	11 792	12 123.36	12 629.75	13 232.86	:
NL3,MIO_EUR	332 878.66	340 712	342 508.07	345 089.21	349 776.23	357 665.15	370 187.09	381 486.65	396 401.2	415 846.37
NL31,MIO_EUR	58 752.53	59 306.33	59 540.37	59 769.71	60 623.76	61 711.47	63 145.29	64 514.47	68 226.23	71 521.66
NL310,MIO_EUR	58 752.53	59 306.33	59 540.37	59 769.71	60 623.76	61 711.47	63 145.29	64 514.47	68 226.23	:
NL32,MIO_EUR	124 662.21	129 225.34	130 946.86	131 496.69	135 055.27	140 768.95	146 560.64	152 850.18	159 336.6	166 941.22
NL321,MIO_EUR	9 770.38	9 587.58	9 635.19	9 727.3	9 923.98	10 026.53	10 268.4	10 525.35	10 775.97	:
NL323,MIO_EUR	6 835.37	6 624.71	6 629.53	6 638.99	6 725.38	6 799.83	6 465.13	6 423.66	6 450.18	:
NL324,MIO_EUR	6 592.64	6 670.35	6 712.78	6 440.99	6 387.22	6 401.21	6 576.27	6 839.86	7 165.38	:
NL325,MIO_EUR	4 205.44	4 191.65	4 309.81	4 258.6	4 393.78	4 532.48	4 402.33	4 686.36	4 799.98	:
NL327,MIO_EUR	9 601.13	9 537.5	9 465.37	9 261.62	9 164.52	9 486.9	9 827.17	9 991.99	10 362.02	:
NL328,MIO_EUR	7 041.35	7 098.86	7 304.36	7 281.65	7 239.82	7 492.7	7 472.07	7 638.77	7 777.93	:
NL329,MIO_EUR	80 614.79	85 515.8	86 889.83	87 888.63	91 220.57	96 030.41	101 550.38	106 743.06	112 005.13	:
NL33,MIO_EUR	138 615.75	140 675.01	140 214.66	142 136.55	142 384.89	143 220.62	148 116.63	151 492.25	155 893.38	163 804.96
NL332,MIO_EUR	34 895	36 002.96	35 240.96	35 430.44	35 294.38	35 568.09	36 281.17	36 858.24	37 065.4	:
NL333,MIO_EUR	8 882.97	8 916.43	8 983.67	9 120.04	9 420.63	9 784.47	10 180.6	10 651.43	11 105.12	:
NL337,MIO_EUR	14 588.2	14 612.88	14 883.98	15 267.91	15 311.16	14 832.16	14 817.44	14 874.74	15 238.99	:
NL33A,MIO_EUR	14 034.83	13 853.8	13 982.73	13 842.11	14 137.04	14 442.43	14 805.22	15 261.92	15 791.29	:
NL33B,MIO_EUR	10 057.64	9 421.74	9 315.53	9 170.92	9 294.24	9 579.06	10 000.55	10 410.42	10 796.05	:
NL33C,MIO_EUR	56 157.12	57 867.19	57 806.68	59 305.14	58 928.55	59 015.52	62 031.65	63 433.26	65 895.41	:
NL34,MIO_EUR	10 847.07	11 505.32	11 806.18	11 685.15	11 712.31	11 964.11	12 363.43	12 630.86	12 945	13 578.53
NL341,MIO_EUR	3 263.47	3 467.07	3 826.99	3 758.63	3 733	3 741.91	3 846.62	3 801.53	3 947.54	:
NL342,MIO_EUR	7 583.59	8 038.25	7 979.19	7 926.52	7 979.32	8 222.2	8 516.81	8 829.33	8 996.34	:
NL4,MIO_EUR	123 150.16	126 967.02	130 753.73	130 868.41	131 912.1	134 950.68	140 606.77	145 668.88	153 027	160 592.73
NL41,MIO_EUR	88 447.79	91 265.68	94 094.3	94 516.56	94 943.59	97 521.62	101 630.4	104 696.69	110 427.45	116 089.59
NL411,MIO_EUR	22 829.83	23 218.78	23 986.41	23 922.26	24 100.94	24 395.67	25 315.91	25 883.23	27 188.73	:
NL412,MIO_EUR	14 475.74	14 669.65	15 115.96	14 888.5	15 088.31	15 542.79	16 068.9	16 593.07	17 431.45	:
NL413,MIO_EUR	24 051.27	23 441.38	23 821.03	24 696.56	24 076.54	24 672.15	25 473.73	26 421.04	27 573.67	:
NL414,MIO_EUR	27 089.83	29 935.87	31 172.01	31 008.13	31 677.8	32 912.12	34 771.86	35 800.46	38 233.6	:
NL42,MIO_EUR	34 702.37	35 701.33	36 658.33	36 351.84	36 967.41	37 430.16	38 976.36	40 972.2	42 599.55	44 503.13
NL421,MIO_EUR	9 078.93	9 134.58	9 409.87	9 610.05	9 857.46	10 024.31	10 246.17	10 747.39	11 334.96	:
NL422,MIO_EUR	6 710.66	6 781.65	6 959.18	6 845.84	7 067.97	7 170.69	7 250.9	7 492.6	7 910.71	:
NL423,MIO_EUR	18 912.78	19 785.1	20 290.39	19 895.95	20 041.98	20 235.16	21 479.29	22 731.09	23 353.88	:
NLZ,MIO_EUR	3 840.23	4 142.67	4 472.96	5 021.83	5 271.87	4 181.61	3 329.81	2 165.77	2 219.24	2 215.6
NLZZ,MIO_EUR	3 840.23	4 142.67	4 472.96	5 021.83	5 271.87	4 181.61	3 329.81	2 165.77	2 219.24	2 215.6
NLZZZ,MIO_EUR	3 840.23	4 142.67	4 472.96	5 021.83	5 271.87	4 181.61	3 329.81	2 165.77	2 219.24	:
AT,MIO_EUR	288 044	295 896.6	310 128.7	318 653	323 910.2	333 146.1	344 269.2	357 299.7	370 295.8	385 711.9
AT1,MIO_EUR	127 954.47	131 114.27	136 271.77	139 149.68	141 127.14	144 536.29	149 210.45	155 609.11	159 879.39	166 443.24
AT11,MIO_EUR	6 441.6	6 698.37	7 012.58	7 365.43	7 539.32	7 737.13	8 040.55	8 353.78	8 771.65	9 005.49
AT111,MIO_EUR	736.18	738.53	784.29	791.16	831.59	866.41	893.64	923.96	996.55	:
AT112,MIO_EUR	3 685.4	3 843.03	4 028.02	4 313.17	4 456.48	4 531.54	4 728.35	4 923.69	5 165.46	:
AT113,MIO_EUR	2 020.01	2 117.93	2 200.27	2 261.1	2 251.25	2 340.31	2 418.56	2 506.13	2 610.76	:
AT12,MIO_EUR	45 200.07	46 285.86	48 511.33	49 802.6	50 470.13	52 049.38	53 884.36	55 691.14	58 167.51	61 020.68
AT121,MIO_EUR	6 275.51	6 354.92	6 730.95	6 981.08	7 053.38	7 230.51	7 500.1	7 802.1	8 316.53	:
AT122,MIO_EUR	6 195.83	6 444.71	6 698.41	6 933.88	7 042.16	7 354.93	7 519.16	7 645.11	8 006.02	:
