GEO,UNIT\TIME	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
EL653,MIO_EUR	3 836.48	3 665.8	3 504.7	3 287.91	3 060.86	3 075.47	3 075.06	3 081.38	3 165.17	:
EL3,MIO_EUR	116 000.9	110 462.13	100 971.59	92 671.29	87 642.1	86 047.09	84 514.62	83 872.29	85 781.9	87 378.14
EL30,MIO_EUR	116 000.9	110 462.13	100 971.59	92 671.29	87 642.1	86 047.09	84 514.62	83 872.29	85 781.9	87 378.14
EL301,MIO_EUR	19 823.63	19 310.57	17 712.87	16 500.82	15 565.45	15 165.46	14 851.57	14 894.13	15 035.86	:
EL302,MIO_EUR	7 725.12	7 254.71	6 579.98	5 943.03	5 611.18	5 515.81	5 480.41	5 472.43	5 579.55	:
EL303,MIO_EUR	42 230.54	39 794.67	35 948.09	33 375.66	31 509.58	30 848.18	30 228.82	29 870.6	30 423.71	:
EL304,MIO_EUR	13 339.2	12 877.73	11 661.47	10 707.42	10 146.46	9 937.53	9 747.58	9 723.4	9 915.76	:
EL305,MIO_EUR	13 475.35	13 187.05	12 257.68	11 275.13	10 822.06	10 742.7	10 554.85	10 518.05	10 746.57	:
EL306,MIO_EUR	6 001.9	5 410.95	5 409.43	4 452.92	4 268.67	4 209.69	4 221.44	4 065.53	4 374.77	:
EL307,MIO_EUR	13 405.16	12 626.46	11 402.06	10 416.3	9 718.7	9 627.72	9 429.97	9 328.14	9 705.69	:
EL4,MIO_EUR	22 503.85	21 280.55	19 263.21	17 602.93	17 120.59	17 375.62	17 504.78	17 168.43	17 719.2	18 322.37
EL41,MIO_EUR	3 395.47	3 184.47	2 944.12	2 678.17	2 572.94	2 552.55	2 504.2	2 455.45	2 479.67	2 549.3
EL411,MIO_EUR	1 751.79	1 647.52	1 522.69	1 366.34	1 356.04	1 344.42	1 331.79	1 279.26	1 317.7	:
EL412,MIO_EUR	763.15	697.83	637.03	565.29	559.6	546.92	527.27	532	523.51	:
EL413,MIO_EUR	880.53	839.12	784.39	746.54	657.3	661.21	645.14	644.19	638.45	:
EL42,MIO_EUR	7 599.14	7 236.17	6 603.42	6 079.42	5 983.12	6 042.11	6 120.54	5 980.76	6 144.39	6 387.29
EL421,MIO_EUR	4 150.01	3 919.92	3 618.01	3 470.97	3 212.84	3 309.27	3 360.22	3 229.86	3 365.26	:
EL422,MIO_EUR	3 449.13	3 316.25	2 985.41	2 608.45	2 770.28	2 732.84	2 760.31	2 750.9	2 779.13	:
EL43,MIO_EUR	11 509.24	10 859.92	9 715.67	8 845.34	8 564.53	8 780.96	8 880.05	8 732.22	9 095.15	9 385.78
EL431,MIO_EUR	5 677.76	5 405.25	4 768.29	4 223.08	4 160.83	4 238.05	4 235.92	4 215.26	4 362.11	:
EL432,MIO_EUR	1 420.06	1 298.83	1 144.93	1 092.85	1 092.86	1 128.11	1 165.47	1 115.4	1 171.12	:
EL433,MIO_EUR	1 457.56	1 386.15	1 280.43	1 171.29	1 147.06	1 165.07	1 191.54	1 173.57	1 225.79	:
EL434,MIO_EUR	2 953.85	2 769.68	2 522.02	2 358.13	2 163.78	2 249.73	2 287.13	2 228	2 336.12	:
ES,MIO_EUR	1 069 323	1 072 709	1 063 763	1 031 099	1 020 348	1 032 158	1 077 590	1 113 840	1 161 878	1 202 193
ES1,MIO_EUR	91 634.3	92 337.67	90 766.78	87 504.45	86 535.81	86 900.34	90 365.14	92 710.9	96 451.48	99 712.02
ES11,MIO_EUR	56 303.41	56 767.16	55 767.74	53 972	53 925.53	54 190.14	56 666.4	58 280.3	60 585.42	62 570.02
ES111,MIO_EUR	24 563.12	24 890.97	24 341.64	23 395.73	23 362.29	23 184.4	24 422.15	25 202.93	26 144.57	:
ES112,MIO_EUR	6 736.54	6 976.51	6 977.34	6 858.92	6 892.47	7 068.58	7 433.57	7 451.15	7 661.49	:
ES113,MIO_EUR	5 940.35	6 118.33	6 170.27	6 062.06	5 937.39	5 894.71	6 059.58	6 318.56	6 441.13	:
ES114,MIO_EUR	19 063.72	18 781.46	18 278.7	17 655.06	17 733.27	18 042.55	18 751.32	19 307.34	20 338.78	:
ES12,MIO_EUR	22 542.28	22 733.64	22 375.9	21 364.82	20 746.23	20 653.06	21 372.97	21 694.07	22 639.83	23 340.69
ES120,MIO_EUR	22 541.85	22 733.53	22 375.47	21 364.82	20 746.77	20 652.85	21 372.64	21 694.29	22 639.83	:
ES13,MIO_EUR	12 788.61	12 836.86	12 623.14	12 167.62	11 864.05	12 057.14	12 325.77	12 736.52	13 226.24	13 801.32
ES130,MIO_EUR	12 788.93	12 836.64	12 622.7	12 167.29	11 864.27	12 057.58	12 325.88	12 736.08	13 225.91	:
ES2,MIO_EUR	123 280.36	124 460.84	123 347.97	119 440.78	118 486.24	120 156.3	123 974.68	128 102.49	133 240.92	138 003.22
ES21,MIO_EUR	63 926	64 680.67	64 130.35	62 559.25	61 625.89	62 677.35	64 990.04	67 126.55	69 724.31	72 170.17
ES211,MIO_EUR	10 864.45	10 825.07	10 917.73	10 624.13	10 722.29	11 029.76	11 296.17	11 617.82	11 983.38	:
ES212,MIO_EUR	20 645.33	20 976.56	20 924.87	20 462.5	20 082.88	20 185.71	20 864.17	21 594.01	22 694.54	:
ES213,MIO_EUR	32 416.32	32 878.71	32 288.3	31 472.29	30 820.61	31 461.77	32 829.71	33 915.16	35 045.95	:
ES22,MIO_EUR	17 897.02	17 973.57	17 941.74	17 282.13	17 238	17 504.81	18 146.16	18 747.16	19 554.18	20 282.08
ES220,MIO_EUR	17 896.48	17 974	17 942.17	17 282.24	17 237.78	17 505.25	18 145.71	18 747.27	19 554.62	:
ES23,MIO_EUR	7 892.57	7 977.73	7 907.91	7 635.89	7 539.51	7 685.6	7 962.41	8 014.19	8 287.22	8 512.84
ES230,MIO_EUR	7 893.11	7 977.29	7 907.48	7 636.21	7 539.18	7 685.93	7 962.41	8 014.74	8 287	:
ES24,MIO_EUR	33 564.78	33 828.88	33 367.97	31 963.52	32 082.84	32 288.53	32 876.07	34 214.59	35 675.21	37 038.14
ES241,MIO_EUR	5 741.64	5 868.84	5 827.57	5 547.79	5 702.45	5 635.34	5 674.35	6 071.59	6 336.22	:
ES242,MIO_EUR	3 497.02	3 477.92	3 413.85	3 322.15	3 333.91	3 334.49	3 247.85	3 241.27	3 343.24	:
ES243,MIO_EUR	24 325.69	24 482.23	24 126.99	23 093.15	23 046.49	23 319.14	23 954.09	24 901.84	25 996.3	:
ES3,MIO_EUR	198 373.99	197 145.37	198 464.97	195 026.59	192 620.71	194 959.97	204 244.19	211 672.89	221 432.76	230 794.7
ES30,MIO_EUR	198 373.99	197 145.37	198 464.97	195 026.59	192 620.71	194 959.97	204 244.19	211 672.89	221 432.76	230 794.7
ES300,MIO_EUR	198 374.41	197 145.58	198 465.3	195 026.81	192 620.16	194 960.19	204 244.52	211 672.67	221 432.65	:
ES4,MIO_EUR	111 207.8	111 812.29	110 571.82	106 823.03	104 714.88	103 916.5	108 254.7	111 587	115 559.97	119 299.06
ES41,MIO_EUR	54 795.54	54 970.02	54 575.1	52 868.42	51 503.91	51 539.32	53 238.05	54 766.93	56 147.25	57 925.75
ES411,MIO_EUR	3 156.18	3 140.8	3 135.17	3 068.38	2 974.77	2 962.78	3 010.41	3 040.81	3 138.93	:
ES412,MIO_EUR	9 530.1	9 557.38	9 603.33	9 440.64	9 069.95	8 984.98	9 224.07	9 598.84	9 972.69	:
ES413,MIO_EUR	9 976.38	9 906.14	9 731.82	9 453.91	9 121.16	9 068.99	9 281.55	9 321.78	9 575.54	:
ES414,MIO_EUR	4 101.13	4 038.07	4 056.51	3 825.77	3 779.27	3 735.85	3 930.33	4 187.83	4 137.43	:
ES415,MIO_EUR	6 770.79	6 502.25	6 455.14	6 223.31	6 034.78	6 059.76	6 287.99	6 593.52	6 905.58	:
ES416,MIO_EUR	3 494.03	3 531.8	3 457.04	3 288.88	3 215.07	3 258.94	3 394.65	3 408.9	3 464.37	:
ES417,MIO_EUR	2 113.79	2 194.99	2 186.37	2 058.31	2 068.93	2 091	2 155.03	2 175.25	2 192.83	:
ES418,MIO_EUR	12 166.9	12 551.89	12 353.14	11 942.01	11 824.88	12 006.52	12 481.5	12 927.18	13 279.41	:
ES419,MIO_EUR	3 486.46	3 547.14	3 596.49	3 567.11	3 415.43	3 370.62	3 472.85	3 513.15	3 480.26	:
ES42,MIO_EUR	38 582.47	38 706.52	38 259	36 889.93	36 153.52	35 353.33	37 113.88	38 315.36	39 913.7	41 345.38
ES421,MIO_EUR	7 386.21	7 381.88	7 240.94	7 042.45	6 975.19	6 878.83	7 288.2	7 477.49	7 762.54	:
ES422,MIO_EUR	9 936.36	10 106.76	10 025.04	9 717.46	9 400.86	9 138.83	9 844.76	10 042.64	10 391.35	:
ES423,MIO_EUR	4 057.06	4 179.46	4 216.79	4 089	4 022.75	3 925.82	4 130.98	4 222.77	4 552.46	:
ES424,MIO_EUR	4 719.86	4 835.95	4 875.08	4 709.18	4 560.8	4 351.99	4 376.13	4 630.2	4 846.9	:
ES425,MIO_EUR	12 482.88	12 202.69	11 900.71	11 332.05	11 193.49	11 057.65	11 473.59	11 942.05	12 360.67	:
ES43,MIO_EUR	17 829.79	18 135.75	17 737.72	17 064.68	17 057.45	17 023.84	17 902.77	18 504.71	19 499.02	20 027.93
ES431,MIO_EUR	11 286.19	11 352.02	11 151.81	10 570.21	10 587.15	10 530.67	11 145.84	11 456.04	11 925.13	:
ES432,MIO_EUR	6 543.28	6 783.3	6 586.23	6 494.91	6 470.3	6 493.5	6 756.71	7 048.34	7 573.78	:
ES5,MIO_EUR	328 061.46	329 442.43	325 009.97	314 605.45	312 247.18	318 459.98	332 711.08	345 765.08	360 619.92	372 202.39
ES51,MIO_EUR	200 140.1	201 706.24	198 905.57	193 448.96	192 006.83	195 369.56	204 355.42	212 704.42	221 437.17	228 681.96
ES511,MIO_EUR	147 574.46	148 412.86	146 383.68	142 182.41	141 262.34	143 947.73	150 467.39	157 031.15	163 829.84	:
ES512,MIO_EUR	19 587.9	19 818.16	19 491.42	19 045.25	18 683.2	18 913.45	19 644.59	20 612.62	21 429.51	:
ES513,MIO_EUR	11 914.41	11 930.89	11 848.08	11 749.78	11 838.23	11 888.58	12 369.05	12 092.59	12 435.25	:
ES514,MIO_EUR	21 063.22	21 544	21 182.93	20 471.74	20 222.73	20 620.34	21 874.28	22 967.51	23 742.47	:
ES52,MIO_EUR	101 443.46	101 201.45	99 706.72	95 177.3	94 309.49	96 320.94	100 110.57	103 228.97	107 762.57	110 978.5
ES521,MIO_EUR	33 091.82	32 611.59	31 503.37	30 136.69	29 866.73	30 731.98	31 910.01	33 675.02	35 061.83	:
ES522,MIO_EUR	13 225.18	13 294.69	13 508.02	12 643.08	12 586.05	12 679.21	13 560	14 248.88	14 980.87	:
ES523,MIO_EUR	55 126.57	55 295.16	54 695.34	52 397.64	51 856.38	52 909.42	54 640.78	55 304.74	57 719.42	:
ES53,MIO_EUR	26 477.89	26 534.74	26 397.68	25 979.19	25 930.87	26 769.48	28 245.1	29 831.69	31 420.18	32 541.93
ES531,MIO_EUR	2 764.75	2 886.96	2 994.31	3 082.95	3 118.01	3 341.19	3 587.6	3 849.06	4 076.1	:
ES532,MIO_EUR	21 865.07	21 807.53	21 612.13	21 177.81	21 091.25	21 681.55	22 861.82	24 109.35	25 379.95	:
ES533,MIO_EUR	1 848.5	1 840.57	1 791.68	1 718.65	1 722.16	1 747.08	1 796.11	1 872.95	1 964.02	:
ES6,MIO_EUR	175 496.62	175 659.16	173 619.14	167 411.06	165 556.18	167 378.99	176 295.34	180 918.77	189 245.86	195 357.69
ES61,MIO_EUR	144 878.22	144 751.86	143 389.59	138 006.97	136 048.15	137 721.51	144 745.24	148 405.76	155 462.63	160 622.35
ES611,MIO_EUR	12 881.03	12 635.7	11 800.77	11 667.8	11 479.2	11 989.93	12 894.6	13 317.31	14 340.03	:
ES612,MIO_EUR	20 576.82	20 885.89	20 810.7	20 015.2	19 560.48	19 362.14	20 007.91	20 803.94	21 512.8	:
ES613,MIO_EUR	13 344.81	13 229.71	13 057.76	12 305.92	12 431.98	12 481.33	13 211.22	13 519.2	14 152.37	:
ES614,MIO_EUR	15 081.9	14 968.5	14 943.53	14 612.13	14 482.09	14 933.17	15 692.23	15 824.72	16 399.59	:
ES615,MIO_EUR	8 676.17	8 897.42	9 211.03	8 963.44	8 351.67	8 324.37	8 834.21	9 244.64	10 007	:
ES616,MIO_EUR	10 816.54	10 847.6	10 835.47	9 679.52	10 306.47	9 799.99	11 005.64	10 864.56	11 159.95	:
ES617,MIO_EUR	27 514.09	27 466.29	27 029.16	25 851.87	25 565.05	26 304	27 522.53	28 309.09	29 675.8	:
ES618,MIO_EUR	35 986.87	35 821.19	35 700.73	34 911.43	33 871.1	34 527.01	35 577.24	36 521.87	38 214.99	:
ES62,MIO_EUR	27 669.89	27 912.8	27 236.55	26 508.69	26 566.64	26 712.38	28 491.79	29 369.93	30 601.6	31 457.94
ES620,MIO_EUR	27 670.32	27 912.69	27 236.11	26 508.8	26 566.31	26 712.05	28 492.12	29 369.93	30 601.16	:
ES63,MIO_EUR	1 551.62	1 578.35	1 575.72	1 525.44	1 551.67	1 542.83	1 596.89	1 636.56	1 660.31	1 709.42
ES630,MIO_EUR	1 551.41	1 578.78	1 575.29	1 525.22	1 551.89	1 543.05	1 597.44	1 636.56	1 660.53	:
ES64,MIO_EUR	1 396.89	1 416.16	1 417.28	1 369.96	1 389.72	1 402.27	1 461.43	1 506.52	1 521.31	1 567.98
ES640,MIO_EUR	1 396.67	1 415.72	1 417.82	1 369.85	1 389.61	1 402.82	1 461.32	1 506.08	1 520.98	:
ES7,MIO_EUR	40 296.3	40 811.71	40 595.45	39 204.72	39 032.54	39 266.96	40 566.46	42 013.88	44 251.47	45 720.04
ES70,MIO_EUR	40 296.3	40 811.71	40 595.45	39 204.72	39 032.54	39 266.96	40 566.46	42 013.88	44 251.47	45 720.04
ES703,MIO_EUR	193.69	200.72	187.42	188.53	178.37	190.74	180.83	187.57	184.23	:
ES704,MIO_EUR	1 936.22	1 968.69	2 001.88	1 955.89	2 029.54	2 084.74	2 259.54	2 431.26	2 435.42	:
ES705,MIO_EUR	16 009.46	15 860.87	15 691.89	15 070.41	15 045.31	14 990.93	15 194.56	15 872.66	16 818.91	:
ES706,MIO_EUR	419.17	416.25	405.98	414.14	400.83	401.25	401.53	402.58	395.94	:
ES707,MIO_EUR	1 562.93	1 597.94	1 555.32	1 477.16	1 414.23	1 421.49	1 449.86	1 508.83	1 529.14	:
ES708,MIO_EUR	2 868.79	2 845.27	2 909.01	2 809.72	2 947.3	2 996.61	3 137.83	3 303.32	3 431.72	:
ES709,MIO_EUR	17 305.61	17 921.64	17 843.85	17 288.87	17 016.96	17 180.87	17 942.08	18 307.33	19 455.67	:
ESZ,MIO_EUR	972.17	1 039.53	1 386.9	1 081.83	1 155.55	1 115.67	1 177.29	1 071.2	1 076.72	1 102.78
ESZZ,MIO_EUR	972.17	1 039.53	1 386.9	1 081.83	1 155.55	1 115.67	1 177.29	1 071.2	1 076.72	1 102.78
ESZZZ,MIO_EUR	971.74	1 039.21	1 386.68	1 082.16	1 155.88	1 115.34	1 177.29	1 071.53	1 076.83	:
FR,MIO_EUR	:	:	:	:	:	:	2 198 432	2 234 129	2 295 063	2 353 090
FR1,MIO_EUR	:	:	:	:	:	:	671 048.25	685 668.49	710 235.86	733 874.75
FR10,MIO_EUR	:	:	:	:	:	:	671 048.25	685 668.49	710 235.86	733 874.75
FR101,MIO_EUR	:	:	:	:	:	:	212 410.4	213 968.64	:	:
FR102,MIO_EUR	:	:	:	:	:	:	41 183.02	41 946.54	:	:
FR103,MIO_EUR	:	:	:	:	:	:	56 362.73	57 387.29	:	:
FR104,MIO_EUR	:	:	:	:	:	:	48 182.19	49 016.68	:	:
FR105,MIO_EUR	:	:	:	:	:	:	158 510.27	167 132.66	:	:
FR106,MIO_EUR	:	:	:	:	:	:	61 633.03	62 449.62	:	:
FR107,MIO_EUR	:	:	:	:	:	:	57 568.02	58 157.88	:	:
FR108,MIO_EUR	:	:	:	:	:	:	35 198.58	35 609.18	:	:
FRB,MIO_EUR	:	:	:	:	:	:	70 229.86	70 702.17	71 597.27	72 381.77
FRB0,MIO_EUR	:	:	:	:	:	:	70 229.86	70 702.17	71 597.27	72 381.77
FRB01,MIO_EUR	:	:	:	:	:	:	7 518.99	7 722.28	:	:
FRB02,MIO_EUR	:	:	:	:	:	:	10 827.79	10 936.71	:	:
FRB03,MIO_EUR	:	:	:	:	:	:	5 201.6	5 127.52	:	:
FRB04,MIO_EUR	:	:	:	:	:	:	17 581.87	17 743.15	:	:
FRB05,MIO_EUR	:	:	:	:	:	:	8 378.27	8 293.97	:	:
FRB06,MIO_EUR	:	:	:	:	:	:	20 721.35	20 878.54	:	:
FRC,MIO_EUR	:	:	:	:	:	:	74 074.31	74 027.38	74 915.76	75 557.38
FRC1,MIO_EUR	:	:	:	:	:	:	44 669.61	44 373.89	44 476.67	45 036.52
FRC11,MIO_EUR	:	:	:	:	:	:	17 494.02	17 475.88	:	:
FRC12,MIO_EUR	:	:	:	:	:	:	4 880.06	4 781.07	:	:
FRC13,MIO_EUR	:	:	:	:	:	:	13 977.74	14 076.61	:	:
FRC14,MIO_EUR	:	:	:	:	:	:	8 317.79	8 040.33	:	:
FRC2,MIO_EUR	:	:	:	:	:	:	29 404.7	29 653.49	30 439.09	30 520.86
FRC21,MIO_EUR	:	:	:	:	:	:	14 678.44	14 760.88	:	:
FRC22,MIO_EUR	:	:	:	:	:	:	6 345.12	6 417.56	:	:
FRC23,MIO_EUR	:	:	:	:	:	:	4 563.01	4 648.52	:	:
FRC24,MIO_EUR	:	:	:	:	:	:	3 818.13	3 826.53	:	:
FRD,MIO_EUR	:	:	:	:	:	:	91 809.54	92 370.16	93 540.5	94 980.13
FRD1,MIO_EUR	:	:	:	:	:	:	38 680.85	39 002.35	39 474.46	40 231.48
FRD11,MIO_EUR	:	:	:	:	:	:	19 940.51	20 233.93	:	:
FRD12,MIO_EUR	:	:	:	:	:	:	12 047.25	12 041.9	:	:
FRD13,MIO_EUR	:	:	:	:	:	:	6 693.09	6 726.52	:	:
FRD2,MIO_EUR	:	:	:	:	:	:	53 128.69	53 367.81	54 066.03	54 748.65
FRD21,MIO_EUR	:	:	:	:	:	:	14 045.34	13 916.53	:	:
FRD22,MIO_EUR	:	:	:	:	:	:	39 083.35	39 451.28	:	:
FRE,MIO_EUR	:	:	:	:	:	:	157 316.38	157 899.82	159 382.18	161 723.07
FRE1,MIO_EUR	:	:	:	:	:	:	108 934.72	110 154.53	111 670.97	113 565.4
FRE11,MIO_EUR	:	:	:	:	:	:	76 156.37	76 714.96	:	:
FRE12,MIO_EUR	:	:	:	:	:	:	32 778.35	33 439.57	:	:
FRE2,MIO_EUR	:	:	:	:	:	:	48 381.65	47 745.3	47 711.22	48 157.67
FRE21,MIO_EUR	:	:	:	:	:	:	11 900.1	11 797.11	:	:
FRE22,MIO_EUR	:	:	:	:	:	:	21 137.64	20 900.44	:	:
FRE23,MIO_EUR	:	:	:	:	:	:	15 343.92	15 047.75	:	:
FRF,MIO_EUR	:	:	:	:	:	:	151 879.73	152 446.68	154 830.2	156 910.1
FRF1,MIO_EUR	:	:	:	:	:	:	56 713.17	57 843.72	59 855.68	61 053.88
FRF11,MIO_EUR	:	:	:	:	:	:	36 247.91	36 931.98	:	:
FRF12,MIO_EUR	:	:	:	:	:	:	20 465.26	20 911.74	:	:
FRF2,MIO_EUR	:	:	:	:	:	:	37 347.9	37 003.19	37 163.09	37 674.79
FRF21,MIO_EUR	:	:	:	:	:	:	6 183.47	6 128.13	:	:
FRF22,MIO_EUR	:	:	:	:	:	:	7 963.57	7 767.74	:	:
FRF23,MIO_EUR	:	:	:	:	:	:	18 810.18	18 793.64	:	:
FRF24,MIO_EUR	:	:	:	:	:	:	4 390.68	4 313.67	:	:
FRF3,MIO_EUR	:	:	:	:	:	:	57 818.66	57 599.78	57 811.44	58 181.44
FRF31,MIO_EUR	:	:	:	:	:	:	19 470.7	19 211.57	:	:
FRF32,MIO_EUR	:	:	:	:	:	:	3 942.63	3 948.35	:	:
FRF33,MIO_EUR	:	:	:	:	:	:	25 718.52	25 643.6	:	:
FRF34,MIO_EUR	:	:	:	:	:	:	8 686.81	8 796.27	:	:
FRG,MIO_EUR	:	:	:	:	:	:	109 964.73	112 401.19	116 296.01	119 148.98
FRG0,MIO_EUR	:	:	:	:	:	:	109 964.73	112 401.19	116 296.01	119 148.98
FRG01,MIO_EUR	:	:	:	:	:	:	46 147.25	47 586.67	:	:
FRG02,MIO_EUR	:	:	:	:	:	:	21 449.55	21 801.32	:	:
FRG03,MIO_EUR	:	:	:	:	:	:	8 555.92	8 685.34	:	:
FRG04,MIO_EUR	:	:	:	:	:	:	15 931.16	16 156.96	:	:
FRG05,MIO_EUR	:	:	:	:	:	:	17 880.85	18 170.89	:	:
FRH,MIO_EUR	:	:	:	:	:	:	91 405.56	93 333.26	96 810.89	99 490.49
FRH0,MIO_EUR	:	:	:	:	:	:	91 405.56	93 333.26	96 810.89	99 490.49
FRH01,MIO_EUR	:	:	:	:	:	:	14 530.72	14 784.5	:	:
FRH02,MIO_EUR	:	:	:	:	:	:	24 221.42	24 420.12	:	:
FRH03,MIO_EUR	:	:	:	:	:	:	34 126.47	35 223.11	:	:
FRH04,MIO_EUR	:	:	:	:	:	:	18 526.95	18 905.53	:	:
FRI,MIO_EUR	:	:	:	:	:	:	163 140.49	166 281.34	172 138.8	177 036.98
FRI1,MIO_EUR	:	:	:	:	:	:	96 758.29	99 161.96	103 253.84	106 775.97
FRI11,MIO_EUR	:	:	:	:	:	:	9 214.66	9 358.26	:	:
FRI12,MIO_EUR	:	:	:	:	:	:	49 855.88	51 571.49	:	:
FRI13,MIO_EUR	:	:	:	:	:	:	9 614.21	9 719.92	:	:
FRI14,MIO_EUR	:	:	:	:	:	:	7 989.01	8 330.15	:	:
FRI15,MIO_EUR	:	:	:	:	:	:	20 084.54	20 182.14	:	:
FRI2,MIO_EUR	:	:	:	:	:	:	18 189.74	18 736.29	19 410.52	19 655.08
FRI21,MIO_EUR	:	:	:	:	:	:	5 994.03	5 995.07	:	:
FRI22,MIO_EUR	:	:	:	:	:	:	2 360.33	2 354.74	:	:
FRI23,MIO_EUR	:	:	:	:	:	:	9 835.38	10 386.48	:	:
FRI3,MIO_EUR	:	:	:	:	:	:	48 192.46	48 383.09	49 474.44	50 605.93
FRI31,MIO_EUR	:	:	:	:	:	:	9 931.53	9 985.45	:	:
FRI32,MIO_EUR	:	:	:	:	:	:	15 535.43	15 733.05	:	:
FRI33,MIO_EUR	:	:	:	:	:	:	10 631.91	10 499.5	:	:
FRI34,MIO_EUR	:	:	:	:	:	:	12 093.58	12 165.1	:	:
FRJ,MIO_EUR	:	:	:	:	:	:	159 325.99	162 547.78	166 370.08	171 197.33
FRJ1,MIO_EUR	:	:	:	:	:	:	68 279.68	69 491.12	70 981.82	73 148.77
FRJ11,MIO_EUR	:	:	:	:	:	:	7 839.43	7 950.94	:	:
FRJ12,MIO_EUR	:	:	:	:	:	:	16 905.98	17 182.8	:	:
FRJ13,MIO_EUR	:	:	:	:	:	:	31 132.02	31 864.55	:	:
FRJ14,MIO_EUR	:	:	:	:	:	:	1 796.18	1 820.64	:	:
FRJ15,MIO_EUR	:	:	:	:	:	:	10 606.07	10 672.18	:	:
FRJ2,MIO_EUR	:	:	:	:	:	:	91 046.31	93 056.66	95 388.25	98 048.56
FRJ21,MIO_EUR	:	:	:	:	:	:	3 171.28	3 290.03	:	:
FRJ22,MIO_EUR	:	:	:	:	:	:	6 846.65	7 108.69	:	:
FRJ23,MIO_EUR	:	:	:	:	:	:	53 425.84	54 595.64	:	:
FRJ24,MIO_EUR	:	:	:	:	:	:	4 054.25	4 097.02	:	:
FRJ25,MIO_EUR	:	:	:	:	:	:	4 218.06	4 317.16	:	:
FRJ26,MIO_EUR	:	:	:	:	:	:	5 587.9	5 636.38	:	:
FRJ27,MIO_EUR	:	:	:	:	:	:	8 352.42	8 566.33	:	:
FRJ28,MIO_EUR	:	:	:	:	:	:	5 389.9	5 445.42	:	:
FRK,MIO_EUR	:	:	:	:	:	:	250 197.45	255 179.5	263 534.3	269 964.05
FRK1,MIO_EUR	:	:	:	:	:	:	36 555.35	35 813.67	35 880.82	36 365.02
FRK11,MIO_EUR	:	:	:	:	:	:	8 265.55	8 140.82	:	:
FRK12,MIO_EUR	:	:	:	:	:	:	3 332.91	3 365.94	:	:
FRK13,MIO_EUR	:	:	:	:	:	:	4 826.36	4 965.08	:	:
FRK14,MIO_EUR	:	:	:	:	:	:	20 130.53	19 341.82	:	:
FRK2,MIO_EUR	:	:	:	:	:	:	213 642.1	219 365.83	227 653.48	233 599.03
FRK21,MIO_EUR	:	:	:	:	:	:	15 602.39	15 807.61	:	:
FRK22,MIO_EUR	:	:	:	:	:	:	6 844.76	6 910.92	:	:
FRK23,MIO_EUR	:	:	:	:	:	:	15 543.93	15 522.97	:	:
FRK24,MIO_EUR	:	:	:	:	:	:	38 562.05	39 722.01	:	:
FRK25,MIO_EUR	:	:	:	:	:	:	20 125.25	20 502.75	:	:
FRK26,MIO_EUR	:	:	:	:	:	:	79 832.28	82 808.39	:	:
FRK27,MIO_EUR	:	:	:	:	:	:	14 055.25	14 448.71	:	:
FRK28,MIO_EUR	:	:	:	:	:	:	23 076.19	23 642.47	:	:
FRL,MIO_EUR	:	:	:	:	:	:	154 081.04	155 769.84	158 367.76	162 852.21
FRL0,MIO_EUR	:	:	:	:	:	:	154 081.04	155 769.84	158 367.76	162 852.21
FRL01,MIO_EUR	:	:	:	:	:	:	3 961.16	3 988.44	:	:
FRL02,MIO_EUR	:	:	:	:	:	:	3 475.18	3 525.25	:	:
FRL03,MIO_EUR	:	:	:	:	:	:	35 901.66	37 130.69	:	:
FRL04,MIO_EUR	:	:	:	:	:	:	69 230.48	68 648.47	:	:
FRL05,MIO_EUR	:	:	:	:	:	:	24 890.31	25 488.79	:	:
FRL06,MIO_EUR	:	:	:	:	:	:	16 622.25	16 988.22	:	:
FRM,MIO_EUR	:	:	:	:	:	:	8 761.71	8 985.92	9 243.3	9 642.54
FRM0,MIO_EUR	:	:	:	:	:	:	8 761.71	8 985.92	9 243.3	9 642.55
FRM01,MIO_EUR	:	:	:	:	:	:	4 451.8	4 609.02	:	:
FRM02,MIO_EUR	:	:	:	:	:	:	4 309.91	4 376.89	:	:
FRY,MIO_EUR	:	:	:	:	:	:	44 135.69	45 446.01	46 712.89	47 249.13
FRY1,MIO_EUR	:	:	:	:	:	:	9 723.56	9 904.94	10 209.7	10 249.97
FRY10,MIO_EUR	:	:	:	:	:	:	9 723.56	9 904.94	:	:
FRY2,MIO_EUR	:	:	:	:	:	:	9 289.24	9 268.37	9 265.94	9 508.35
FRY20,MIO_EUR	:	:	:	:	:	:	9 289.24	9 268.37	:	:
FRY3,MIO_EUR	:	:	:	:	:	:	4 441.32	4 703.77	4 593.83	4 499.27
FRY30,MIO_EUR	:	:	:	:	:	:	4 441.32	4 703.77	:	:
FRY4,MIO_EUR	:	:	:	:	:	:	18 372.93	19 019.89	19 738.42	20 331.14
FRY40,MIO_EUR	:	:	:	:	:	:	18 372.93	19 019.89	:	:
FRY5,MIO_EUR	:	:	:	:	:	:	2 308.64	2 549.03	2 904.99	2 660.5
FRY50,MIO_EUR	:	:	:	:	:	:	2 308.64	2 549.03	:	:
FRZ,MIO_EUR	:	:	:	:	:	:	1 061.28	1 069.46	1 087.21	1 081.09
FRZZ,MIO_EUR	:	:	:	:	:	:	1 061.28	1 069.46	1 087.21	1 081.09
