GEO,UNIT\TIME	2014	2015	2016	2017	2018
ITF4,NR	36 879	39 525	37 546	40 351	38 830
ITF43,NR	5 353	5 544	5 562	5 793	5 679
ITF44,NR	3 898	4 214	3 915	4 171	4 090
ITF45,NR	7 882	8 617	8 091	8 873	8 299
ITF46,NR	5 736	6 302	5 916	6 403	6 142
ITF47,NR	10 889	11 508	10 915	11 668	11 305
ITF48,NR	3 121	3 340	3 147	3 443	3 315
ITF5,NR	5 964	6 414	6 203	6 495	6 251
ITF51,NR	3 996	4 325	4 177	4 401	4 222
ITF52,NR	1 968	2 089	2 026	2 094	2 029
ITF6,NR	19 276	20 311	19 267	20 803	19 756
ITF61,NR	7 067	7 471	7 178	7 809	7 241
ITF62,NR	1 494	1 602	1 478	1 681	1 526
ITF63,NR	3 496	3 690	3 534	3 816	3 806
ITF64,NR	1 582	1 664	1 580	1 651	1 636
ITF65,NR	5 637	5 884	5 497	5 846	5 547
ITG,NR	65 110	69 645	66 132	71 131	68 260
ITG1,NR	49 665	53 117	49 989	54 358	51 983
ITG11,NR	4 511	4 924	4 523	4 962	4 653
ITG12,NR	11 839	12 676	12 145	13 081	12 636
ITG13,NR	7 232	7 715	6 982	7 712	7 176
ITG14,NR	4 444	4 885	4 528	5 117	4 747
ITG15,NR	2 810	2 867	2 802	3 004	2 880
ITG16,NR	1 952	1 971	1 909	2 039	1 885
ITG17,NR	9 976	10 731	10 129	11 000	10 583
ITG18,NR	3 000	3 163	2 958	3 214	3 215
ITG19,NR	3 901	4 185	4 013	4 229	4 208
ITG2,NR	15 445	16 528	16 143	16 773	16 277
ITG25,NR	3 250	3 310	3 493	3 479	3 398
ITG26,NR	1 649	1 720	1 705	1 728	1 678
ITG27,NR	4 737	5 147	4 893	5 152	4 863
ITG28,NR	1 754	1 915	1 802	1 900	1 892
ITG29,NR	1 225	1 314	1 361	1 329	1 391
ITG2A,NR	564	634	577	639	639
ITG2B,NR	999	1 140	1 035	1 136	1 079
ITG2C,NR	1 267	1 348	1 277	1 410	1 337
CY,NR	5 424	5 859	5 471	5 996	5 768
CY0,NR	5 424	5 859	5 471	5 996	5 768
CY00,NR	5 424	5 859	5 471	5 996	5 768
CY000,NR	5 424	5 859	5 471	5 996	5 768
LV,NR	28 466	28 478	28 580	28 757	28 820
LV0,NR	28 466	28 478	28 580	28 757	28 820
LV00,NR	28 466	28 478	28 580	28 757	28 820
LV003,NR	3 711	3 722	3 908	3 893	3 917
LV005,NR	4 874	4 947	4 902	4 953	4 903
LV006,NR	8 986	8 764	8 741	8 997	8 814
LV007,NR	4 427	4 495	4 477	4 539	4 644
LV008,NR	3 089	3 051	3 021	3 007	2 979
LV009,NR	3 379	3 499	3 531	3 368	3 563
LT,NR	40 252	41 776	41 106	40 142	39 574
LT0,NR	40 252	41 776	41 106	40 142	39 574
LT01,NR	9 906	10 059	9 932	9 547	9 633
LT011,NR	9 906	10 059	9 932	9 547	9 633
LT02,NR	30 346	31 717	31 174	30 595	29 941
LT021,NR	2 291	2 292	2 294	2 324	2 223
LT022,NR	7 846	8 468	8 215	8 012	7 885
LT023,NR	4 195	4 369	4 415	4 281	4 180
LT024,NR	2 324	2 370	2 239	2 194	2 216
LT025,NR	3 547	3 748	3 719	3 630	3 461
LT026,NR	4 113	4 332	4 193	4 195	4 142
LT027,NR	1 544	1 666	1 655	1 542	1 501
LT028,NR	1 992	1 951	1 897	1 905	1 884
LT029,NR	2 494	2 521	2 547	2 512	2 449
LU,NR	3 841	3 983	3 967	4 263	4 318
LU0,NR	3 841	3 983	3 967	4 263	4 318
LU00,NR	3 841	3 983	3 967	4 263	4 318
LU000,NR	3 841	3 983	3 967	4 263	4 318
HU,NR	126 294	131 575	127 098	131 877	131 247
HU1,NR	34 434	36 573	35 305	36 683	36 544
HU11,NR	20 836	21 898	21 231	21 731	21 652
HU110,NR	20 836	21 898	21 231	21 731	21 652
HU12,NR	13 598	14 675	14 074	14 952	14 892
HU120,NR	13 598	14 675	14 074	14 952	14 892
HU2,NR	38 632	40 247	38 852	40 574	40 234
HU21,NR	13 488	14 475	13 864	14 544	14 461
HU211,NR	5 059	5 407	5 218	5 616	5 778
HU212,NR	4 018	4 372	3 986	4 099	4 086
HU213,NR	4 411	4 696	4 660	4 829	4 597
HU22,NR	12 651	12 676	12 489	12 974	12 891
HU221,NR	5 335	5 322	5 208	5 500	5 544
HU222,NR	3 477	3 428	3 436	3 554	3 375
HU223,NR	3 839	3 926	3 845	3 920	3 972
HU23,NR	12 493	13 096	12 499	13 056	12 882
HU231,NR	4 978	5 222	5 020	5 236	5 056
HU232,NR	4 405	4 681	4 423	4 588	4 611
HU233,NR	3 110	3 193	3 056	3 232	3 215
HU3,NR	53 061	54 589	52 788	54 476	54 302
HU31,NR	16 802	17 017	16 618	17 143	17 129
HU311,NR	9 625	9 624	9 359	9 661	9 521
HU312,NR	4 172	4 462	4 335	4 433	4 545
HU313,NR	3 005	2 931	2 924	3 049	3 063
HU32,NR	18 402	19 146	18 590	18 860	19 326
HU321,NR	6 319	6 523	6 189	6 483	6 800
HU322,NR	5 475	5 660	5 544	5 537	5 507
HU323,NR	6 608	6 963	6 857	6 840	7 019
HU33,NR	17 857	18 426	17 580	18 473	17 847
HU331,NR	7 102	7 177	6 946	7 229	7 010
HU332,NR	5 445	5 573	5 412	5 653	5 338
HU333,NR	5 310	5 676	5 222	5 591	5 499
HUX,NR	167	166	153	144	167
HUXX,NR	167	166	153	144	167
HUXXX,NR	167	166	153	144	167
MT,NR	3 270	3 442	3 342	3 571	3 688
MT0,NR	3 270	3 442	3 342	3 571	3 688
MT00,NR	3 270	3 442	3 342	3 571	3 688
MT001,NR	3 033	3 129	3 067	3 289	3 390
MT002,NR	237	313	275	282	298
NL,NR	139 223	147 134	148 997	150 214	153 363
NL1,NR	15 725	16 515	16 953	17 130	17 416
NL11,NR	5 325	5 481	5 583	5 664	5 650
NL111,NR	1 651	1 689	1 779	1 745	1 814
NL112,NR	559	584	590	558	574
NL113,NR	3 115	3 208	3 214	3 361	3 262
NL12,NR	5 783	6 059	6 286	6 264	6 426
NL124,NR	2 863	2 934	3 052	3 133	3 148
NL125,NR	1 167	1 272	1 263	1 226	1 366
NL126,NR	1 753	1 853	1 971	1 905	1 912
NL13,NR	4 617	4 975	5 084	5 202	5 340
NL131,NR	1 686	1 948	1 888	1 995	2 068
NL132,NR	1 707	1 761	1 839	1 836	1 858
NL133,NR	1 224	1 266	1 357	1 371	1 414
NL2,NR	28 785	30 135	30 635	31 153	32 013
NL21,NR	9 623	9 985	10 134	10 254	10 510
NL211,NR	2 813	2 853	2 898	2 960	3 081
NL212,NR	1 309	1 338	1 308	1 428	1 459
NL213,NR	5 501	5 794	5 928	5 866	5 970
NL22,NR	17 026	17 890	18 124	18 617	19 017
NL221,NR	5 519	5 762	6 011	5 922	6 173
NL224,NR	1 827	1 951	1 847	1 969	1 994
NL225,NR	3 765	3 957	3 990	4 146	4 198
NL226,NR	5 915	6 220	6 276	6 580	6 652
NL23,NR	2 136	2 260	2 377	2 282	2 486
NL230,NR	2 136	2 260	2 377	2 282	2 486
NL3,NR	62 967	66 732	67 514	67 384	68 868
NL31,NR	9 087	9 484	9 609	9 701	9 869
NL310,NR	9 087	9 484	9 609	9 701	9 869
NL32,NR	21 617	23 032	23 276	22 866	23 424
NL321,NR	3 035	3 242	3 235	3 348	3 384
NL323,NR	1 775	1 883	1 927	1 906	1 981
NL324,NR	2 150	2 419	2 386	2 387	2 352
NL325,NR	1 353	1 503	1 507	1 466	1 458
NL327,NR	2 516	2 667	2 627	2 597	2 662
NL328,NR	1 832	2 038	2 166	2 042	2 124
NL329,NR	8 956	9 280	9 428	9 120	9 463
NL33,NR	28 731	30 286	30 744	30 873	31 532
NL332,NR	6 730	7 004	7 134	6 916	7 060
NL333,NR	1 548	1 693	1 630	1 725	1 691
NL337,NR	3 402	3 383	3 422	3 479	3 734
NL33A,NR	3 299	3 560	3 613	3 664	3 704
NL33B,NR	2 230	2 566	2 580	2 557	2 625
NL33C,NR	11 522	12 080	12 365	12 532	12 718
NL34,NR	3 532	3 930	3 885	3 944	4 043
NL341,NR	1 097	1 268	1 179	1 244	1 210
NL342,NR	2 435	2 662	2 706	2 700	2 833
NL4,NR	31 746	33 752	33 895	34 547	35 066
NL41,NR	20 823	21 938	22 356	22 702	23 150
NL411,NR	5 600	5 866	5 978	6 056	6 070
NL412,NR	3 877	4 008	4 059	4 221	4 342
NL413,NR	5 119	5 474	5 628	5 729	5 908
NL414,NR	6 227	6 590	6 691	6 696	6 830
NL42,NR	10 923	11 814	11 539	11 845	11 916
NL421,NR	2 274	2 562	2 475	2 540	2 604
NL422,NR	2 235	2 450	2 341	2 379	2 406
NL423,NR	6 414	6 802	6 723	6 926	6 906
AT,NR	78 252	83 073	80 669	83 270	83 975
AT1,NR	35 442	37 083	36 207	37 061	37 805
AT11,NR	3 191	3 299	3 215	3 357	3 313
AT111,NR	454	474	465	460	496
AT112,NR	1 578	1 682	1 635	1 687	1 619
AT113,NR	1 159	1 143	1 115	1 210	1 198
AT12,NR	16 237	17 258	16 961	17 280	17 605
AT121,NR	2 253	2 308	2 430	2 365	2 439
AT122,NR	2 732	2 806	2 891	2 800	2 820
AT123,NR	1 459	1 610	1 480	1 799	1 566
AT124,NR	2 435	2 574	2 503	2 641	2 456
AT125,NR	1 386	1 421	1 555	1 525	1 609
AT126,NR	2 863	3 232	2 971	2 792	3 240
AT127,NR	3 109	3 307	3 131	3 358	3 475
AT13,NR	16 014	16 526	16 031	16 424	16 887
AT130,NR	16 014	16 526	16 031	16 424	16 887
AT2,NR	17 513	18 849	18 272	18 910	18 723
AT21,NR	5 646	6 028	5 961	6 077	6 130
AT211,NR	2 851	2 952	2 963	2 975	3 042
AT212,NR	1 278	1 395	1 363	1 467	1 335
AT213,NR	1 517	1 681	1 635	1 635	1 753
AT22,NR	11 867	12 821	12 311	12 833	12 593
AT221,NR	3 540	3 785	3 614	3 835	3 762
AT222,NR	780	851	810	871	885
AT223,NR	2 031	2 085	2 150	2 018	2 052
AT224,NR	2 484	2 744	2 572	2 735	2 588
AT225,NR	1 898	2 136	1 953	2 143	2 024
AT226,NR	1 134	1 220	1 212	1 231	1 282
AT3,NR	25 297	27 141	26 190	27 299	27 447
AT31,NR	12 625	13 653	12 911	13 579	13 584
AT311,NR	2 426	2 621	2 489	2 680	2 598
AT312,NR	5 015	5 408	5 103	5 172	5 347
AT313,NR	1 642	1 835	1 715	1 893	1 781
AT314,NR	1 421	1 565	1 495	1 519	1 581
AT315,NR	2 121	2 224	2 109	2 315	2 277
AT32,NR	4 316	4 517	4 490	4 677	4 626
AT321,NR	172	195	197	200	197
AT322,NR	1 249	1 388	1 391	1 386	1 401
AT323,NR	2 895	2 934	2 902	3 091	3 028
AT33,NR	5 624	6 001	5 860	5 930	6 137
AT331,NR	306	271	252	258	299
AT332,NR	2 359	2 433	2 437	2 418	2 504
AT333,NR	424	485	434	487	475
AT334,NR	762	796	769	752	770
AT335,NR	1 773	2 016	1 968	2 015	2 089
AT34,NR	2 732	2 970	2 929	3 113	3 100
AT341,NR	683	775	740	806	789
AT342,NR	2 049	2 195	2 189	2 307	2 311
PL,NR	376 467	394 921	388 009	402 852	414 200
PL2,NR	77 442	81 805	79 674	83 256	84 626
PL21,NR	29 611	31 384	30 716	31 852	32 467
PL213,NR	7 061	7 598	7 151	7 663	7 835
PL214,NR	6 227	6 671	6 492	6 723	6 675
PL217,NR	3 911	4 184	4 069	4 213	4 267
PL218,NR	4 293	4 285	4 407	4 465	4 505
PL219,NR	2 793	3 068	3 066	2 950	3 157
PL21A,NR	5 326	5 578	5 531	5 838	6 028
PL22,NR	47 831	50 421	48 958	51 404	52 159
PL224,NR	5 919	6 155	6 151	6 410	6 493
PL225,NR	6 287	6 701	6 701	7 070	7 128
PL227,NR	5 811	6 282	5 918	6 160	6 508
PL228,NR	4 739	5 038	4 841	5 070	5 101
PL229,NR	4 788	4 929	4 861	5 060	5 280
PL22A,NR	8 601	9 131	8 613	9 075	9 085
PL22B,NR	8 272	8 652	8 358	8 821	8 748
PL22C,NR	3 414	3 533	3 515	3 738	3 816
PL4,NR	56 889	60 591	59 329	61 334	64 659
PL41,NR	31 057	33 169	32 327	33 261	35 121
PL411,NR	3 747	4 058	3 983	3 941	4 151
PL414,NR	5 997	6 439	6 259	6 354	6 866
PL415,NR	5 560	5 817	5 616	5 632	5 864
PL416,NR	6 271	6 928	6 528	6 879	7 200
PL417,NR	4 694	4 999	4 940	5 276	5 417
PL418,NR	4 788	4 928	5 001	5 179	5 623
PL42,NR	16 279	17 266	17 047	17 788	18 557
PL424,NR	4 148	4 440	4 281	4 607	4 956
PL426,NR	3 337	3 549	3 560	3 638	3 736
PL427,NR	4 233	4 454	4 461	4 583	4 653
PL428,NR	4 561	4 823	4 745	4 960	5 212
PL43,NR	9 553	10 156	9 955	10 285	10 981
PL431,NR	3 560	3 765	3 764	3 796	4 184
PL432,NR	5 993	6 391	6 191	6 489	6 797
PL5,NR	39 718	42 008	40 572	42 918	43 698
PL51,NR	29 910	31 540	30 566	32 038	32 991
PL514,NR	6 506	6 896	6 460	6 892	7 084
PL515,NR	6 229	6 500	6 327	6 657	6 905
PL516,NR	4 162	4 421	4 393	4 595	4 766
PL517,NR	7 964	8 313	8 135	8 338	8 457
PL518,NR	5 049	5 410	5 251	5 556	5 779
PL52,NR	9 808	10 468	10 006	10 880	10 707
PL523,NR	3 986	4 306	4 115	4 428	4 329
PL524,NR	5 822	6 162	5 891	6 452	6 378
PL6,NR	53 252	55 416	55 748	57 325	59 997
PL61,NR	20 028	20 523	20 525	21 252	22 629
PL613,NR	7 167	7 265	7 344	7 689	8 073
PL616,NR	3 705	3 950	3 889	3 957	4 326
PL617,NR	3 521	3 520	3 581	3 700	4 030
PL618,NR	1 659	1 739	1 828	1 830	1 901
PL619,NR	3 976	4 049	3 883	4 076	4 299
PL62,NR	13 098	13 858	14 078	14 423	14 973
PL621,NR	4 995	5 191	5 290	5 410	5 714
PL622,NR	5 584	5 935	5 994	6 142	6 335
PL623,NR	2 519	2 732	2 794	2 871	2 924
PL63,NR	20 126	21 035	21 145	21 650	22 395
PL633,NR	7 588	7 915	7 869	8 111	8 390
PL634,NR	3 821	3 986	4 240	4 312	4 551
PL636,NR	3 026	3 073	3 235	3 289	3 331
PL637,NR	1 862	2 001	1 867	1 961	2 035
PL638,NR	3 829	4 060	3 934	3 977	4 088
PL7,NR	43 354	45 534	44 161	45 502	46 208
PL71,NR	29 727	31 125	30 213	31 172	31 589
PL711,NR	9 813	10 186	9 663	10 055	10 014
PL712,NR	4 337	4 501	4 464	4 576	4 732
PL713,NR	6 388	6 864	6 690	6 776	6 953
PL714,NR	4 973	5 204	5 103	5 303	5 239
PL715,NR	4 216	4 370	4 293	4 462	4 651
PL72,NR	13 627	14 409	13 948	14 330	14 619
PL721,NR	7 922	8 431	8 300	8 476	8 680
PL722,NR	5 705	5 978	5 648	5 854	5 939
PL8,NR	52 318	54 537	53 658	55 280	56 287
PL81,NR	22 107	22 816	22 284	23 427	23 682
PL811,NR	3 236	3 243	3 201	3 342	3 518
PL812,NR	6 878	7 097	6 954	7 320	7 290
PL814,NR	6 827	6 924	6 866	7 365	7 411
PL815,NR	5 166	5 552	5 263	5 400	5 463
PL82,NR	18 361	19 419	19 103	19 327	19 636
PL821,NR	4 173	4 543	4 381	4 416	4 523
PL822,NR	3 693	3 913	3 729	3 880	3 909
PL823,NR	5 211	5 495	5 416	5 535	5 533
PL824,NR	5 284	5 468	5 577	5 496	5 671
PL84,NR	11 850	12 302	12 271	12 526	12 969
PL841,NR	4 750	4 958	4 894	4 995	5 225
PL842,NR	4 495	4 677	4 633	4 739	4 868
PL843,NR	2 605	2 667	2 744	2 792	2 876
PL9,NR	53 494	55 030	54 867	57 237	58 725
PL91,NR	28 686	29 707	29 711	31 180	32 148
PL911,NR	17 959	18 592	18 512	19 118	19 673
PL912,NR	5 324	5 699	5 580	6 116	6 143
PL913,NR	5 403	5 416	5 619	5 946	6 332
PL92,NR	24 808	25 323	25 156	26 057	26 577
PL921,NR	6 568	6 752	6 681	6 807	6 988
PL922,NR	3 857	3 785	3 716	3 970	4 021
PL923,NR	3 490	3 492	3 575	3 612	3 826
PL924,NR	3 717	3 932	3 848	4 101	4 091
PL925,NR	4 292	4 403	4 445	4 557	4 558
PL926,NR	2 884	2 959	2 891	3 010	3 093
PT,NR	104 843	108 539	110 573	109 758	113 051
PT1,NR	99 794	103 621	105 550	104 998	108 026
PT11,NR	32 326	33 545	34 043	34 285	35 240
PT111,NR	2 746	2 894	2 939	2 953	3 051
PT112,NR	2 854	3 069	3 046	3 115	3 222
PT119,NR	3 224	3 363	3 305	3 499	3 486
PT11A,NR	14 948	15 248	15 662	15 697	16 359
PT11B,NR	1 225	1 272	1 403	1 310	1 344
PT11C,NR	3 375	3 437	3 440	3 611	3 641
PT11D,NR	2 395	2 534	2 617	2 435	2 507
PT11E,NR	1 559	1 728	1 631	1 665	1 630
PT15,NR	4 697	4 818	5 227	5 300	5 309
PT150,NR	4 697	4 818	5 227	5 300	5 309
PT16,NR	26 622	27 474	28 061	28 049	28 473
PT16B,NR	3 988	4 061	4 221	4 206	4 327
PT16D,NR	3 502	3 717	3 676	3 846	3 782
PT16E,NR	5 196	5 302	5 436	5 582	5 588
PT16F,NR	3 070	3 038	3 230	3 198	3 359
PT16G,NR	3 045	3 177	3 362	3 228	3 270
PT16H,NR	1 399	1 419	1 327	1 346	1 416
PT16I,NR	3 144	3 329	3 319	3 286	3 340
PT16J,NR	3 278	3 431	3 490	3 357	3 391
PT17,NR	26 193	27 309	27 577	27 246	28 540
PT170,NR	26 193	27 309	27 577	27 246	28 540
PT18,NR	9 956	10 475	10 642	10 118	10 464
PT181,NR	1 187	1 362	1 293	1 240	1 248
PT184,NR	1 799	2 003	1 920	1 883	2 016
PT185,NR	2 970	3 011	3 257	2 979	3 123
PT186,NR	1 840	1 905	1 905	1 750	1 830
PT187,NR	2 160	2 194	2 267	2 266	2 247
PT2,NR	2 315	2 306	2 408	2 246	2 295
PT20,NR	2 315	2 306	2 408	2 246	2 295
PT200,NR	2 315	2 306	2 408	2 246	2 295
PT3,NR	2 734	2 612	2 615	2 514	2 730
PT30,NR	2 734	2 612	2 615	2 514	2 730
PT300,NR	2 734	2 612	2 615	2 514	2 730
RO,NR	254 965	261 294	257 215	261 402	263 911
RO1,NR	59 070	61 368	59 575	60 805	61 776
RO11,NR	31 163	32 476	31 238	32 218	32 486
RO111,NR	7 281	7 557	7 283	7 436	7 513
RO112,NR	3 301	3 419	3 264	3 571	3 393
RO113,NR	7 828	8 184	7 811	8 092	8 185
RO114,NR	5 523	5 773	5 667	5 652	5 808
RO115,NR	4 259	4 448	4 279	4 417	4 448
RO116,NR	2 971	3 095	2 934	3 050	3 139
RO12,NR	27 907	28 892	28 337	28 587	29 290
RO121,NR	4 332	4 608	4 429	4 403	4 400
RO122,NR	6 083	6 263	6 105	6 340	6 510
RO123,NR	2 514	2 454	2 490	2 635	2 770
RO124,NR	3 547	3 686	3 557	3 603	3 790
RO125,NR	6 814	7 192	7 082	7 003	7 092
RO126,NR	4 617	4 689	4 674	4 603	4 728
RO2,NR	76 411	77 906	77 580	78 932	81 276
RO21,NR	42 518	43 811	43 157	43 877	45 627
RO211,NR	8 470	8 550	8 645	8 653	9 094
RO212,NR	5 841	5 833	5 784	5 857	5 979
RO213,NR	8 592	9 041	8 762	9 059	9 452
RO214,NR	6 527	6 937	6 688	6 871	7 218
RO215,NR	7 714	7 950	7 724	7 769	8 075
RO216,NR	5 374	5 500	5 554	5 668	5 809
RO22,NR	33 893	34 095	34 423	35 055	35 649
RO221,NR	4 740	4 835	4 850	4 778	4 881
RO222,NR	6 707	6 676	6 712	6 742	6 904
RO223,NR	7 842	7 871	8 116	8 287	8 373
RO224,NR	6 776	6 826	6 942	7 247	7 381
RO225,NR	3 102	3 060	3 092	3 037	3 230
RO226,NR	4 726	4 827	4 711	4 964	4 880
RO3,NR	67 667	69 167	69 318	69 740	70 177
RO31,NR	42 825	43 503	43 582	43 811	43 675
RO311,NR	7 261	7 497	7 497	7 649	7 708
RO312,NR	4 396	4 501	4 401	4 489	4 537
RO313,NR	6 326	6 383	6 401	6 553	6 511
RO314,NR	4 306	4 259	4 294	4 412	4 438
RO315,NR	3 945	3 852	3 939	3 903	3 879
RO316,NR	9 815	10 365	10 435	10 347	10 344
RO317,NR	6 776	6 646	6 615	6 458	6 258
RO32,NR	24 842	25 664	25 736	25 929	26 502
RO321,NR	20 980	21 751	21 712	21 768	22 253
RO322,NR	3 862	3 913	4 024	4 161	4 249
RO4,NR	51 817	52 853	50 742	51 925	50 682
RO41,NR	28 517	28 584	27 260	27 661	27 185
RO411,NR	9 582	9 969	9 383	9 573	9 479
RO412,NR	4 333	4 223	4 111	4 039	4 062
RO413,NR	4 003	3 914	3 750	3 772	3 749
RO414,NR	6 498	6 367	6 138	6 471	6 399
RO415,NR	4 101	4 111	3 878	3 806	3 496
RO42,NR	23 300	24 269	23 482	24 264	23 497
RO421,NR	5 831	6 118	5 845	6 321	5 898
RO422,NR	4 076	4 315	4 039	4 293	4 152
RO423,NR	5 816	5 832	6 041	5 786	5 874
RO424,NR	7 577	8 004	7 557	7 864	7 573
SI,NR	18 886	19 834	19 689	20 509	20 485
SI0,NR	18 886	19 834	19 689	20 509	20 485
SI03,NR	10 870	11 485	11 395	11 722	11 760
SI031,NR	1 368	1 353	1 361	1 376	1 401
SI032,NR	3 131	3 476	3 398	3 544	3 603
SI033,NR	660	701	731	689	704
SI034,NR	2 381	2 521	2 476	2 643	2 526
SI035,NR	612	608	619	637	614
SI036,NR	810	835	860	812	839
SI037,NR	1 348	1 425	1 391	1 464	1 514
SI038,NR	560	566	559	557	559
SI04,NR	8 016	8 349	8 294	8 787	8 725
SI041,NR	4 050	4 270	4 155	4 504	4 470
SI042,NR	1 730	1 774	1 764	1 925	1 875
SI043,NR	1 260	1 266	1 296	1 310	1 244
SI044,NR	976	1 039	1 079	1 048	1 136
SK,NR	51 346	53 826	52 351	53 914	54 293
SK0,NR	51 346	53 826	52 351	53 914	54 293
SK01,NR	5 730	5 944	5 930	6 158	6 284
SK010,NR	5 730	5 944	5 930	6 158	6 284
SK02,NR	18 759	19 447	19 160	19 684	19 811
SK021,NR	5 461	5 763	5 579	5 666	5 843
SK022,NR	5 656	5 862	5 996	6 292	6 228
SK023,NR	7 642	7 822	7 585	7 726	7 740
SK03,NR	13 017	13 765	13 400	13 713	13 768
SK031,NR	6 327	6 691	6 560	6 694	6 757
SK032,NR	6 690	7 074	6 840	7 019	7 011
SK04,NR	13 840	14 670	13 861	14 359	14 430
SK041,NR	6 723	7 196	6 684	6 880	7 137
SK042,NR	7 117	7 474	7 177	7 479	7 293
FI,NR	52 186	52 492	53 923	53 722	54 527
FI1,NR	51 935	52 207	53 626	53 487	54 255
FI19,NR	14 175	14 027	14 451	14 427	14 463
FI193,NR	2 902	2 782	2 938	2 848	2 974
FI194,NR	2 179	2 154	2 193	2 127	2 163
FI195,NR	1 702	1 711	1 759	1 848	1 782
FI196,NR	2 687	2 636	2 800	2 801	2 759
FI197,NR	4 705	4 744	4 761	4 803	4 785
FI1B,NR	11 549	11 835	12 070	12 042	12 225
FI1B1,NR	11 549	11 835	12 070	12 042	12 225
FI1C,NR	12 488	12 555	12 986	12 900	13 194
FI1C1,NR	4 616	4 632	4 915	4 926	4 918
FI1C2,NR	1 831	1 859	1 919	1 826	1 937
FI1C3,NR	2 263	2 134	2 262	2 247	2 313
FI1C4,NR	2 131	2 263	2 217	2 259	2 371
FI1C5,NR	1 647	1 667	1 673	1 642	1 655
FI1D,NR	13 723	13 790	14 119	14 118	14 373
FI1D1,NR	2 099	2 136	2 165	2 145	2 183
FI1D2,NR	2 911	2 906	2 852	2 870	2 884
FI1D3,NR	1 958	1 971	2 051	2 014	2 056
FI1D5,NR	662	633	643	664	670
FI1D7,NR	1 930	2 002	2 099	2 100	2 136
FI1D8,NR	939	975	969	1 002	963
FI1D9,NR	3 224	3 167	3 340	3 323	3 481
FI2,NR	251	285	297	235	272
FI20,NR	251	285	297	235	272
FI200,NR	251	285	297	235	272
SE,NR	88 976	90 907	90 982	91 972	92 185
SE1,NR	30 601	31 210	31 580	31 594	32 139
SE11,NR	15 630	15 830	15 913	15 835	16 186
SE110,NR	15 630	15 830	15 913	15 835	16 186
SE12,NR	14 971	15 380	15 667	15 759	15 953
SE121,NR	2 711	2 754	2 746	2 829	2 868
SE122,NR	2 769	2 922	2 957	2 968	3 008
SE123,NR	4 134	4 158	4 248	4 377	4 316
SE124,NR	2 818	2 939	3 001	2 915	2 953
SE125,NR	2 539	2 607	2 715	2 670	2 808
SE2,NR	39 275	39 903	40 173	41 012	40 879
SE21,NR	8 301	8 641	8 440	8 809	8 693
SE211,NR	3 352	3 392	3 243	3 501	3 432
SE212,NR	1 744	1 848	1 780	1 922	1 920
SE213,NR	2 651	2 773	2 776	2 765	2 733
SE214,NR	554	628	641	621	608
SE22,NR	13 414	13 483	13 712	13 835	13 949
SE221,NR	1 661	1 687	1 766	1 775	1 723
SE224,NR	11 753	11 796	11 946	12 060	12 226
SE23,NR	17 560	17 779	18 021	18 368	18 237
SE231,NR	2 887	2 800	2 933	3 026	2 953
SE232,NR	14 673	14 979	15 088	15 342	15 284
SE3,NR	19 100	19 794	19 229	19 366	19 167
SE31,NR	9 303	9 792	9 502	9 489	9 333
SE311,NR	3 037	3 248	3 197	3 132	3 131
SE312,NR	3 048	3 173	3 151	3 091	3 118
SE313,NR	3 218	3 371	3 154	3 266	3 084
SE32,NR	4 403	4 516	4 304	4 412	4 249
SE321,NR	2 908	3 016	2 877	2 943	2 815
SE322,NR	1 495	1 500	1 427	1 469	1 434
SE33,NR	5 394	5 486	5 423	5 465	5 585
SE331,NR	2 577	2 662	2 610	2 602	2 742
SE332,NR	2 817	2 824	2 813	2 863	2 843
UK,NR	568 840	601 272	595 655	605 748	614 313
UKC,NR	26 888	28 075	27 836	28 034	28 431
UKC1,NR	12 100	12 674	12 675	12 740	12 910
UKC11,NR	2 752	2 945	2 914	2 925	2 986
UKC12,NR	2 913	3 010	3 013	3 095	3 048
UKC13,NR	1 087	1 190	1 076	1 132	1 161
UKC14,NR	5 348	5 529	5 672	5 588	5 715
UKC2,NR	14 788	15 401	15 161	15 294	15 521
UKC21,NR	3 416	3 576	3 653	3 629	3 730
UKC22,NR	8 445	8 795	8 569	8 647	8 784
UKC23,NR	2 927	3 030	2 939	3 018	3 007
UKD,NR	68 318	71 299	71 315	71 657	72 278
UKD1,NR	5 327	5 580	5 635	5 701	5 598
UKD11,NR	2 597	2 671	2 675	2 751	2 648
UKD12,NR	2 730	2 909	2 960	2 950	2 950
UKD3,NR	23 820	24 844	24 438	24 863	24 527
UKD33,NR	3 579	3 609	3 581	3 517	3 378
UKD34,NR	4 059	4 231	4 177	4 304	4 144
UKD35,NR	4 803	5 126	4 898	5 123	5 251
UKD36,NR	5 423	5 794	5 789	5 875	5 922
UKD37,NR	5 956	6 084	5 993	6 044	5 832
UKD4,NR	15 020	15 510	15 544	15 842	16 109
UKD41,NR	1 234	1 265	1 349	1 277	1 264
UKD42,NR	1 782	1 986	1 862	1 868	1 915
UKD44,NR	2 868	2 949	3 006	2 953	3 062
UKD45,NR	3 771	3 851	3 864	3 996	4 023
UKD46,NR	3 246	3 270	3 166	3 397	3 435
UKD47,NR	2 119	2 189	2 297	2 351	2 410
UKD6,NR	8 698	9 199	9 397	9 285	9 518
UKD61,NR	1 884	1 957	1 916	1 933	1 983
UKD62,NR	3 587	3 884	3 961	3 930	4 084
