"countrycode","country","SH.MED.BEDS.ZS","SH.MED.PHYS.ZS","SH.MED.NUMW.P3","SH.UHC.SRVS.CV.XD","SH.XPD.CHEX.GD.ZS","SH.XPD.CHEX.PC.CD","SH.XPD.CHEX.PP.CD","SH.XPD.OOPC.CH.ZS","SH.XPD.OOPC.PC.CD","SH.XPD.OOPC.PP.CD","SH.STA.DIAB.ZS","SP.DYN.LE00.FE.IN","SP.DYN.LE00.IN","SP.DYN.LE00.MA.IN","SP.DYN.AMRT.FE","SP.DYN.AMRT.MA","SH.DYN.NCOM.ZS","SH.DYN.NCOM.FE.ZS","SH.DYN.NCOM.MA.ZS","SH.DTH.COMM.ZS","SH.DTH.INJR.ZS","SH.DTH.NCOM.ZS","SH.H2O.BASW.ZS","SH.H2O.BASW.UR.ZS","SH.H2O.BASW.RU.ZS","SH.STA.BASS.ZS","SH.STA.BASS.UR.ZS","SH.STA.BASS.RU.ZS","SP.POP.80UP.FE.5Y","SP.POP.80UP.MA.5Y","SP.POP.65UP.FE.ZS","SP.POP.65UP.MA.ZS","SP.POP.65UP.TO.ZS","SP.POP.0014.FE.ZS","SP.POP.0014.MA.ZS","SP.POP.0014.TO.ZS","SP.POP.1564.FE.ZS","SP.POP.1564.MA.ZS","SP.POP.1564.TO.ZS","EN.POP.DNST","SP.RUR.TOTL.ZS","SP.URB.TOTL.IN.ZS","NY.GDP.FCST.CD","NY.GDP.PCAP.CD","covid19_deaths_per_100k","in_high","in_medium","in_low"
"TUR","Turkey",2.7,1.8492,2.7107,74,4.21630293130875,444.653686523438,1180.64184570313,17.3842012882233,77.2994918823242,205.245147705078,11.1,80.336,77.437,74.447,62.33,119.237,16.1,11.3,21.5,4.4,6.2,89.4,98.8757181526111,98.6193989071038,99.6302807911524,97.2972339627788,99.8224453692744,89.8634176764165,2.14110702368697,1.28633055622946,9.92659296934123,7.49390345183622,8.72628382619289,23.438025148584,25.1664089820035,24.2908228690735,66.6353818820748,67.3396875661602,66.9828933047336,106.960128893104,24.37,75.63,679311133631.781,9042.49298288882,7.63517846750222,FALSE,TRUE,FALSE
"TZA","Tanzania",0.7,0.014,0.5843,43,3.6454513669014,33.916576385498,104.313980102539,24.0961372852325,8.17258453369141,25.1356430053711,5.7,66.824,65.015,63.17,193.172,249.798,17.9,17.4,18.5,55.8,11.2,32.9,56.7264503174468,85.5382250616448,42.5015290824267,29.9134390163845,42.5724740219588,23.663432386022,0.356828840400154,0.19690054260742,3.02417860012321,2.21629481300625,2.62054110317161,43.3157839974312,44.3726309384468,43.8438065738739,53.6600374024456,53.411074248547,53.5356523229545,63.5790787988259,65.5,34.5,48929262328.8271,1122.12181047515,0.0362034865578092,FALSE,FALSE,TRUE
"UGA","Uganda",0.5,0.168,1.2382,45,6.18775598704815,38.426441192627,121.151786804199,39.0714079141617,15.0137519836426,47.3357086181641,2.5,65.173,62.973,60.655,233.267,302.371,21.9,20.3,23.8,54.5,12.7,32.9,49.1040323869049,75.1055481745682,41.2511726091421,18.4723181554851,26.105999931139,16.1668283550709,0.26958358584767,0.131938281205362,2.32882733343837,1.58528623114072,1.96255018738143,45.408533657169,47.6241892229371,46.5000153378411,52.2626390093926,50.7905245459222,51.5374344747774,213.061734490325,75.639,24.361,31742778370.9704,776.768575885308,0.0722843764955242,FALSE,FALSE,TRUE
"UKR","Ukraine",8.8,2.9923,6.661,68,6.99532032012939,177.408889770508,584.591369628906,52.3169219493866,92.8148727416992,305.840209960938,6.1,76.72,71.5826829268293,66.69,111.279,292.069,24.7,16.2,35.1,4.1,5,91,93.7908201106734,91.3110131607403,99.3743844755622,96.2243559906192,97.3926015536128,93.5939297416358,5.77188622980171,2.38792605514013,20.7123553120906,12.0612602478539,16.7049903897468,14.407680496235,17.7150445337836,15.9397183747341,64.8799641916745,70.2236952183625,67.3552912355191,77.0296708039151,30.527,69.473,132252336954.84,3659.03131229487,5.76093515951448,FALSE,TRUE,FALSE
"URY","Uruguay",2.8,5.0794,1.9412,80,9.29621160030365,1591.533203125,2101.91137695313,17.5494343042374,279.305053710938,368.87353515625,7.3,81.359,77.77,73.958,76.015,139.322,16.7,12.5,21.4,7.6,7.5,84.9,99.4023635004942,99.6073509004934,95.30083,96.59619233959,96.5721153684732,97.0778711952547,6.10506402241092,2.69557368940163,17.6197675549015,12.0745456187582,14.9412404303739,19.3465121502345,21.6479682562658,20.4580710129663,63.033720294864,66.277486124976,64.6006885566598,19.7080276539824,4.574,95.426,50992857845.8903,16190.1269572827,1.27103931151267,FALSE,TRUE,FALSE
"USA","United States",2.9,2.612,14.548,84,17.0612692832947,10246.138671875,10246.138671875,10.9929218888283,1126.34997558594,1126.34997558594,10.8,81.1,78.5390243902439,76.1,81.935,139.141,14.6,11.8,17.5,5.2,6.6,88.3,99.2691920708955,99.7713080995427,96.9727707102043,99.9700187653163,99.9891560091086,99.8825077292242,4.67924967951791,3.15470475687714,17.7261657697371,14.6612409338125,16.2096061428511,17.9519833351839,19.1591807905675,18.54931712456,64.321850895079,66.17957827562,65.2410767325889,35.7136220923495,17.541,82.459,18803200.68,65280.6822413034,55.9341539135737,TRUE,FALSE,FALSE
"UZB","Uzbekistan",4,2.3742,11.2804,73,6.41438513994217,98.824577331543,447.872192382813,53.431361913681,52.8033180236816,239.304214477539,6.5,73.676,71.573,69.445,100.911,169.704,24.5,19.6,29.7,10.3,6,83.7,97.8334527096866,99.5560055566154,96.0725823628407,100,100,100,1.01728816432095,0.614670437582325,5.1757606750563,4.01174070748194,4.59521572497926,27.9487422843973,29.6511586909174,28.7978133096531,66.8754970405464,66.3371006016006,66.6069709653676,77.4708509637988,49.567,50.433,52661377225.6038,1724.8411344137,0.958885548671631,FALSE,TRUE,FALSE
"VNM","Vietnam",2.6,0.8281,1.4463,75,5.53212836384773,129.575958251953,375.643249511719,45.2579379081726,58.6434097290039,170.008392333984,6,79.442,75.317,71.207,76.363,188.583,17.1,11.5,23.4,11.5,11.3,77.2,94.7188056062128,98.5519586858497,92.6354119908624,83.5150494720583,94.2568604590936,77.67666525866,2.61870669132149,1.26338508625884,9.156091450939,5.94590573490024,7.55367294178711,21.925825379342,24.5061239401959,23.213827614338,68.918083169719,69.5479703249039,69.2324994438749,308.125245912213,63.372,36.628,235950714564.525,2715.27603640721,0.035247001553128,FALSE,TRUE,FALSE
"YEM","Yemen",0.7,0.5251,0.7852,42,4.2345754802227,72.0394668579102,139.005065917969,80.9572398662567,58.3211631774902,112.534652709961,5.4,67.795,66.096,64.418,174.558,219.749,30.6,28.2,33.2,28.7,14.7,56.6,63.4734743406448,79.0521,54.704413899161,59.0530031159991,87.8582745817496,42.8387862064043,0.414274358487752,0.279112491971977,3.19026640472968,2.61835396048701,2.90214067508993,38.7394211244262,39.7000289403608,39.2233749202127,58.0703124708441,57.6816170991522,57.8744844046973,53.9778529083092,62.727,37.273,13477924949.2901,968.159047582999,1.940887161004,FALSE,FALSE,TRUE
"ZAF","South Africa",2.8,0.9054,1.3078,69,8.11311826109886,499.237548828125,1097.81921386719,7.7669233083725,38.775390625,85.2667694091797,12.7,67.398,63.857,60.463,248.816,376.404,26.2,21.2,32.3,39.6,9.1,51.3,92.6787019365247,98.9034624618047,80.6757608263973,75.7470984022963,76.3066243258464,74.6681883490201,0.979108194511155,0.457235590798419,6.45698259181759,4.34307454837265,5.41525560779033,28.238239952133,29.7197520577594,28.9683250546848,65.3047774560494,65.9371733938679,65.6164193375248,47.6301197767684,33.144,66.856,313085185902.937,6001.40081394888,24.162257525709,FALSE,TRUE,FALSE
"ZMB","Zambia",2,1.1867,1.3376,53,4.47034128010273,67.6486663818359,180.270660400391,11.8491314351559,8.01577949523926,21.3605079650879,4.5,66.447,63.51,60.533,221.573,321.143,17.9,17.4,18.5,60.6,10.2,29.2,59.9637565087881,83.8631187588511,41.9520583339537,26.370118490977,36.2395937080326,18.9320116957572,0.350849761915851,0.15382416392954,2.54972931373658,1.67226530987489,2.11531473828777,43.635124675365,45.3062992708307,44.4625086011277,53.8151460108984,53.0214354192944,53.4221766605845,23.3414789007116,55.928,44.072,21887193492.327,1291.34335737364,1.61244900210122,FALSE,FALSE,TRUE
"ZWE","Zimbabwe",1.7,0.2096,1.9346,54,6.63591623306274,110.149620056152,201.045455932617,20.6223398447037,22.7154312133789,41.460277557373,1.8,62.598,61.195,59.501,337.702,373.207,19.3,19.8,18.7,54.6,12.3,33,64.0512297035443,93.9976692007788,49.8047628255965,36.2213975596494,46.21599338291,31.4666527303782,0.594626552442405,0.246844173565335,3.66302015630139,2.23199371419431,2.9806080625078,40.1423104832605,44.3695600093537,42.1581270055692,56.1946693604381,53.398446276452,54.861264931923,37.3245909267158,67.79,32.21,22158356700,1463.98591018054,1.3792662685822,FALSE,FALSE,TRUE
