Country Name,Country Code,Indicator Name,Indicator Code,Most Recent Value,Year,GID
Denmark,DNK,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.54699173457095,2017.0,DNK
Denmark,DNK,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,278259191793.81104,2017.0,DNK
Denmark,DNK,GDP per capita (current LCU),NY.GDP.PCAP.CN,387404.059477225,2018.0,DNK
Djibouti,DJI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,14.3693905851,2017.0,DJI
Djibouti,DJI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1384524738.22481,2017.0,DJI
Djibouti,DJI,GDP per capita (current LCU),NY.GDP.PCAP.CN,547829.559504443,2018.0,DJI
Dominica,DMA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0,DMA
Dominica,DMA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,380891737.55896,2017.0,DMA
Dominica,DMA,GDP per capita (current LCU),NY.GDP.PCAP.CN,20766.6317626527,2018.0,DMA
Dominican Republic,DOM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.3721193040854303,2017.0,DOM
Dominican Republic,DOM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,67889783102.0217,2017.0,DOM
Dominican Republic,DOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,398586.71310255706,2018.0,DOM
Ecuador,ECU,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.11515787515286,2017.0,ECU
Ecuador,ECU,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,84284354261.4574,2017.0,ECU
Ecuador,ECU,GDP per capita (current LCU),NY.GDP.PCAP.CN,6344.87197850057,2018.0,ECU
"Egypt, Arab Rep.",EGY,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-1.28229699710619,2017.0,EGY
"Egypt, Arab Rep.",EGY,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,208956126325.018,2017.0,EGY
"Egypt, Arab Rep.",EGY,GDP per capita (current LCU),NY.GDP.PCAP.CN,45084.717744764406,2018.0,EGY
El Salvador,SLV,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0.630321447725478,2017.0,SLV
El Salvador,SLV,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,20702091937.1485,2017.0,SLV
El Salvador,SLV,GDP per capita (current LCU),NY.GDP.PCAP.CN,4058.2524392811797,2018.0,SLV
Equatorial Guinea,GNQ,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-2.4157206750662796,2017.0,GNQ
Equatorial Guinea,GNQ,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,5914982754.45909,2017.0,GNQ
Equatorial Guinea,GNQ,GDP per capita (current LCU),NY.GDP.PCAP.CN,5702813.04303982,2018.0,GNQ
Eritrea,ERI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-19.3351621910148,2011.0,ERI
Eritrea,ERI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1948236576.57929,2011.0,ERI
Eritrea,ERI,GDP per capita (current LCU),NY.GDP.PCAP.CN,12474.9064397574,2011.0,ERI
Estonia,EST,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.982466637115119,2017.0,EST
Estonia,EST,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,21923747324.1418,2017.0,EST
Estonia,EST,GDP per capita (current LCU),NY.GDP.PCAP.CN,19710.9314671084,2018.0,EST
Eswatini,SWZ,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-0.18562924297584998,2017.0,SWZ
Eswatini,SWZ,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,3741379218.59842,2017.0,SWZ
Eswatini,SWZ,GDP per capita (current LCU),NY.GDP.PCAP.CN,54896.4286154353,2018.0,SWZ
Ethiopia,ETH,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,7.977093929156379,2017.0,ETH
Ethiopia,ETH,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,59545264584.1675,2017.0,ETH
Ethiopia,ETH,GDP per capita (current LCU),NY.GDP.PCAP.CN,20163.7161107696,2018.0,ETH
Faroe Islands,FRO,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0,FRO
Faroe Islands,FRO,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0,FRO
Faroe Islands,FRO,GDP per capita (current LCU),NY.GDP.PCAP.CN,387080.755622685,2017.0,FRO
Fiji,FJI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0,FJI
Fiji,FJI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,4213790202.42212,2017.0,FJI
Fiji,FJI,GDP per capita (current LCU),NY.GDP.PCAP.CN,13081.668930726999,2018.0,FJI
Finland,FIN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.8955769853404396,2017.0,FIN
Finland,FIN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,208368616478.76602,2017.0,FIN
Finland,FIN,GDP per capita (current LCU),NY.GDP.PCAP.CN,42488.3790469459,2018.0,FIN
France,FRA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.38312728051442,2017.0,FRA
France,FRA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2184601608544.74,2017.0,FRA
France,FRA,GDP per capita (current LCU),NY.GDP.PCAP.CN,35127.4341126797,2018.0,FRA
French Polynesia,PYF,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0,PYF
French Polynesia,PYF,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0,PYF
French Polynesia,PYF,GDP per capita (current LCU),NY.GDP.PCAP.CN,1854075.40194278,2000.0,PYF
Gabon,GAB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.58225860812631,2017.0,GAB
Gabon,GAB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,10341546143.5841,2017.0,GAB
Gabon,GAB,GDP per capita (current LCU),NY.GDP.PCAP.CN,4419481.07197037,2018.0,GAB
"Gambia, The",GMB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,8.52700061326621,2017.0,GMB
"Gambia, The",GMB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1066613547.81874,2017.0,GMB
